,R0_v_mean,R0_y_mean,w_v_mean,w_y_mean,cv_mean,cy_mean,tv_0_mean,ty_0_mean,det_prob_v_mean,det_prob_y_mean,confirmed_dispersion_v_mean,confirmed_dispersion_y_mean,S_rate_ini_mean,Rcv_rate_ini_mean,Rcy_rate_ini_mean,Rv_rate_ini_mean,Ry_rate_ini_mean,R_rate_ini_mean,R0_v_std,R0_y_std,w_v_std,w_y_std,cv_std,cy_std,tv_0_std,ty_0_std,det_prob_v_std,det_prob_y_std,confirmed_dispersion_v_std,confirmed_dispersion_y_std,S_rate_ini_std,Rcv_rate_ini_std,Rcy_rate_ini_std,Rv_rate_ini_std,Ry_rate_ini_std,R_rate_ini_std,R0_v_neff,R0_y_neff,w_v_neff,w_y_neff,cv_neff,cy_neff,tv_0_neff,ty_0_neff,det_prob_v_neff,det_prob_y_neff,confirmed_dispersion_v_neff,confirmed_dispersion_y_neff,S_rate_ini_neff,Rcv_rate_ini_neff,Rcy_rate_ini_neff,Rv_rate_ini_neff,Ry_rate_ini_neff,R_rate_ini_neff,R0_v_rhat,R0_y_rhat,w_v_rhat,w_y_rhat,cv_rhat,cy_rhat,tv_0_rhat,ty_0_rhat,det_prob_v_rhat,det_prob_y_rhat,confirmed_dispersion_v_rhat,confirmed_dispersion_y_rhat,S_rate_ini_rhat,Rcv_rate_ini_rhat,Rcy_rate_ini_rhat,Rv_rate_ini_rhat,Ry_rate_ini_rhat,R_rate_ini_rhat,bv_log_likelihood_mean,bv_log_likelihood_std,by_log_likelihood_mean,by_log_likelihood_std,runtime,bv_rmse,by_rmse,bv_mape,by_mape,bv_mae,by_mae,bv_corr,by_corr,bv_r2,by_r2,file_num,log_likelihood_sum,log_likelihood_std,neff_mean,rhat_mean
4642,1.343,1.249,0.803,0.366,0.127,0.283,14.868,20.177,0.46,0.531,1.008,1.317,0.522,0.097,0.012,0.256,0.112,0.572,0.017,0.001,0.019,0.014,0.021,0.019,0.166,0.18,0.017,0.017,0.088,0.101,0.015,0.003,0.002,0.016,0.009,0.02,1432.0,965.0,985.0,1424.0,1147.0,1241.0,1398.0,1132.0,1401.0,1689.0,1524.0,1423.0,1233.0,1150.0,820.0,1089.0,816.0,1835.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-596.8646981942677,6.3559116435078655,-820.6724292922335,11.00386911195428,0.0964710580640369,194.7588671662199,167.22155668336498,323788208503762.3,0.9094031956422344,50.77124183006536,81.05882352941177,0.5058968449917663,0.3200303104058058,-67.2997461394786,-0.8145951758276977,4643,-1417.537127486501,17.359780755462147,1261.3333333333333,1.0016666666666667
4643,1.792,1.138,0.458,0.466,0.913,0.557,19.866,16.478,0.575,0.678,1.018,0.959,0.595,0.09,0.014,0.783,0.654,0.339,0.02,0.013,0.019,0.018,0.02,0.019,0.191,0.17,0.019,0.018,0.086,0.08,0.02,0.009,0.004,0.019,0.02,0.018,1547.0,1051.0,1276.0,1652.0,836.0,1555.0,1228.0,1506.0,1860.0,1094.0,1395.0,1323.0,1429.0,884.0,830.0,1130.0,1224.0,1404.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,-585.1124272604587,4.712005683543399,-759.886328440565,7.088398805072988,0.0637141524420844,410.7911564079813,100.67677036686898,367941146027004.8,0.5636251351465486,136.06209150326796,46.29738562091503,0.4482890645639623,0.6380883418028954,-302.8552754459347,0.3422607201581977,4644,-1344.9987557010236,11.800404488616387,1290.2222222222222,1.001111111111111
4644,2.128,1.239,0.505,0.644,0.061,0.171,19.809,17.146,0.422,0.534,1.036,1.166,0.297,0.092,0.013,0.773,0.483,0.214,0.021,0.008,0.021,0.02,0.019,0.019,0.185,0.156,0.018,0.017,0.085,0.088,0.021,0.007,0.003,0.018,0.017,0.018,1354.0,532.0,1297.0,1158.0,708.0,1599.0,1314.0,1324.0,1522.0,1427.0,1319.0,1352.0,1054.0,925.0,633.0,1249.0,1254.0,1351.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.02,1.0,-590.7010798083684,6.357075307919426,-804.8294283396583,7.3119950334036545,0.1333422803878784,261.14964219947734,152.2189148536268,353223500185923.94,0.856736336200142,95.02941176470588,65.43137254901961,0.4858186213209147,0.491908793047398,-121.80144586962632,-0.5036005334583196,4645,-1395.5305081480267,13.669070341323081,1187.3333333333333,1.0016666666666667
4645,1.482,1.127,0.771,0.566,0.792,0.849,17.733,17.795,0.347,0.461,1.112,1.57,0.771,0.093,0.017,0.837,0.73,0.651,0.024,0.013,0.025,0.019,0.02,0.019,0.181,0.166,0.017,0.015,0.108,0.096,0.02,0.007,0.006,0.02,0.02,0.018,958.0,1451.0,936.0,1337.0,1337.0,1031.0,999.0,1070.0,1222.0,978.0,969.0,1043.0,1317.0,1146.0,1093.0,1028.0,969.0,1316.0,1.0,1.0,1.0,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-613.8963841904346,12.20419404976965,-876.5850614489323,9.7207486432742,0.0730628703700171,218.54294682703247,116.9349296736342,29435291682162.03,0.715426264525311,73.22875816993464,50.72549019607843,0.5272229589423281,0.5315832663749578,-84.99995015555619,0.1126729001012385,4646,-1490.481445639367,21.924942693043853,1122.2222222222222,1.001111111111111
4646,2.873,1.247,0.354,0.276,0.767,0.506,19.344,19.32,0.286,0.444,0.798,1.351,0.228,0.096,0.011,0.404,0.101,0.363,0.02,0.003,0.02,0.014,0.019,0.019,0.169,0.182,0.016,0.015,0.078,0.092,0.015,0.004,0.001,0.015,0.001,0.018,1350.0,905.0,1050.0,1427.0,1487.0,1389.0,794.0,943.0,984.0,1226.0,1295.0,1251.0,905.0,721.0,858.0,955.0,1103.0,1053.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-555.3907129043387,5.033469123224937,-826.2023998322838,10.18985318707082,0.0808716554111904,140.5637575431182,124.28728185688408,353223500185922.56,0.810932310714665,57.77777777777778,60.74183006535948,0.805866722090289,0.3891416524889666,-34.57716404498738,-0.0024174270602401,4647,-1381.5931127366225,15.223322310295757,1094.2222222222222,1.0005555555555554
4647,2.361,1.245,0.33,0.268,0.328,0.509,14.9,17.537,0.671,0.757,1.045,0.568,0.298,0.096,0.011,0.381,0.104,0.35,0.021,0.004,0.017,0.013,0.02,0.019,0.188,0.185,0.02,0.019,0.08,0.073,0.014,0.004,0.001,0.014,0.004,0.017,1546.0,824.0,1252.0,1556.0,910.0,1263.0,1226.0,1080.0,1682.0,1424.0,1287.0,1721.0,1284.0,958.0,876.0,1173.0,1089.0,1915.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-589.0692145541302,3.262422992606018,-684.7743304799566,8.479215672294464,0.1016476056973139,273.9845065034181,127.52406539513224,677011708689685.6,0.6895338957052437,108.0326797385621,60.6437908496732,0.5700024653631832,0.5822326481573203,-134.1688501302186,-0.0553087197141701,4648,-1273.8435450340867,11.741638664900481,1281.4444444444443,1.0016666666666667
4648,1.568,1.066,0.406,0.746,0.59,0.802,16.363,15.067,0.537,0.658,0.655,1.182,0.39,0.024,0.088,0.748,0.334,0.274,0.017,0.016,0.015,0.021,0.021,0.019,0.174,0.164,0.018,0.018,0.07,0.099,0.017,0.011,0.009,0.02,0.017,0.017,1365.0,1025.0,1157.0,1322.0,1067.0,1484.0,1288.0,1697.0,1398.0,1210.0,1152.0,1817.0,1478.0,705.0,853.0,1320.0,1459.0,1162.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-530.6303923600083,3.116962330429015,-808.327954870625,7.697697587175528,0.0854828190803527,203.39519711426405,111.21451479305026,529835250278883.1,0.758016417824495,59.61111111111112,58.84640522875817,0.634667061873029,0.7284925624833003,-73.49137604586797,0.1973648576719571,4649,-1338.9583472306333,10.814659917604544,1275.5,1.0005555555555554
4649,1.492,1.143,0.237,0.563,0.941,0.503,20.15,17.567,0.651,0.762,1.136,1.062,0.82,0.093,0.051,0.312,0.631,0.334,0.021,0.015,0.015,0.018,0.02,0.019,0.207,0.162,0.02,0.018,0.086,0.081,0.02,0.006,0.019,0.019,0.019,0.019,1893.0,1033.0,1371.0,1622.0,1773.0,1782.0,1611.0,1111.0,1346.0,1096.0,1293.0,1896.0,1273.0,600.0,735.0,1564.0,1711.0,1491.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-603.8164199764574,4.466278242557438,-776.5783022264062,6.383472528821066,0.0625159660975138,271.11549404471725,125.46292059586548,1059670500557768.8,0.6962120568674103,101.58169934640524,62.673202614379086,0.4627418408544271,0.5253413011575191,-131.35284639465445,-0.0214709358708289,4650,-1380.3947222028637,10.849750771378504,1400.0555555555557,1.0
4650,2.669,1.226,0.484,0.583,0.33,0.366,20.607,14.985,0.78,0.864,1.306,1.253,0.586,0.086,0.024,0.671,0.749,0.668,0.021,0.013,0.02,0.017,0.02,0.019,0.198,0.18,0.019,0.018,0.087,0.091,0.02,0.011,0.011,0.02,0.02,0.02,1223.0,512.0,1647.0,998.0,1298.0,1315.0,1565.0,1051.0,997.0,1011.0,985.0,904.0,1492.0,789.0,768.0,1403.0,1081.0,1092.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-631.8621630197277,4.386400716319391,-811.5137304414991,7.340576130197089,0.0690400762690438,690.3438543616521,105.42326763801778,412094083550259.0,0.7464699951487189,216.4967320261438,56.96732026143791,0.1565212893266769,0.7581889659496391,-857.1348427200113,0.2787793144088352,4651,-1443.375893461227,11.72697684651648,1118.388888888889,1.001111111111111
4651,1.548,1.129,0.39,0.671,0.91,0.728,15.073,16.81,0.845,0.95,0.806,0.95,0.479,0.092,0.019,0.615,0.614,0.581,0.017,0.013,0.016,0.017,0.019,0.02,0.186,0.165,0.02,0.018,0.078,0.08,0.018,0.007,0.008,0.019,0.018,0.018,1380.0,988.0,1083.0,1042.0,772.0,1495.0,1120.0,1053.0,1329.0,999.0,955.0,1155.0,1443.0,663.0,1132.0,1004.0,1346.0,1045.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.01,1.0,1.0,1.01,1.0,1.0,1.0,1.0,-554.2875919640248,2.7324081648466167,-757.7530791075458,5.579191502569194,0.0721487008863025,314.8408353978037,195.606464333081,883058750464805.1,0.7215555945034527,89.22222222222223,77.91503267973856,0.6016085142482146,0.6189565203151408,-177.48705429029127,-1.4829137533302816,4652,-1312.0406710715706,8.31159966741581,1111.3333333333333,1.0022222222222221
4652,2.436,1.07,0.49,0.802,0.191,0.886,17.736,18.865,0.606,0.742,0.957,1.3,0.121,0.096,0.013,0.519,0.327,0.364,0.021,0.014,0.02,0.019,0.02,0.019,0.185,0.167,0.02,0.018,0.08,0.093,0.013,0.004,0.002,0.018,0.021,0.017,1151.0,1232.0,910.0,1007.0,915.0,1445.0,1226.0,1240.0,1110.0,1182.0,1142.0,1111.0,677.0,1071.0,897.0,1216.0,1137.0,1324.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,-574.8091869382157,5.596503199357709,-822.4834816202127,9.14626248807113,0.0856626239087846,297.56554174498586,125.93007578385756,353223500185924.0,0.7832854066345525,123.84967320261438,63.10130718954248,0.7855055860702509,0.5038755779905134,-158.43728357473273,-0.0290918940536375,4653,-1397.2926685584284,14.74276568742884,1110.7222222222222,1.0005555555555556
4653,2.725,1.249,0.69,0.291,0.345,0.616,16.494,19.557,0.376,0.425,1.76,1.616,0.217,0.096,0.012,0.897,0.602,0.282,0.021,0.001,0.023,0.013,0.019,0.019,0.193,0.181,0.015,0.015,0.103,0.098,0.025,0.004,0.002,0.003,0.028,0.02,977.0,1123.0,1114.0,1028.0,1251.0,1157.0,1040.0,1171.0,1442.0,1053.0,1033.0,1700.0,780.0,737.0,1040.0,862.0,911.0,1443.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-734.8070352624227,11.964108513814724,-877.3143600459706,11.351488010336624,0.086460673213005,231.9278116223269,130.99892730189956,7.982825044869676,0.8908951380667967,79.6078431372549,65.95424836601308,0.2797137119641294,0.3127942544057882,-95.85683429630028,-0.1136038064475246,4654,-1612.1213953083934,23.315596524151346,1103.4444444444443,1.001111111111111
4654,2.37,1.174,0.959,0.59,0.571,0.942,13.706,14.739,0.767,0.764,1.781,0.953,0.738,0.082,0.064,0.514,0.429,0.334,0.021,0.05,0.021,0.035,0.021,0.018,0.186,0.17,0.018,0.022,0.089,0.099,0.022,0.013,0.02,0.021,0.024,0.021,13.0,3.0,27.0,3.0,30.0,1634.0,1607.0,66.0,1320.0,6.0,1096.0,9.0,12.0,142.0,8.0,48.0,7.0,8.0,1.12,1.83,1.06,1.71,1.05,1.0,1.0,1.04,1.0,1.23,1.01,1.16,1.12,1.03,1.17,1.05,1.22,1.17,-730.31520962417,7.213786414113161,-761.7306887371711,8.903904039973746,0.1057210138771269,878.3430506959581,102.6798199493776,353223500185974.2,0.6748988068773484,214.29084967320264,48.97058823529412,0.0118308529522889,0.6679296029258555,-1388.1621735708145,0.3158277978719982,4655,-1492.0458983613412,16.117690454086908,335.5,1.165
4655,2.207,1.247,0.55,0.373,0.136,0.392,18.434,18.603,0.41,0.478,1.698,1.59,0.601,0.092,0.014,0.391,0.693,0.192,0.02,0.003,0.021,0.014,0.02,0.02,0.178,0.176,0.015,0.016,0.095,0.095,0.02,0.007,0.004,0.019,0.02,0.019,1172.0,1209.0,1416.0,1284.0,1006.0,1377.0,1153.0,1548.0,1078.0,957.0,1303.0,1258.0,1298.0,823.0,939.0,1313.0,1215.0,1549.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-716.881891840218,8.367198594006108,-875.3892498174785,9.729928291768138,0.0864773305257161,416.2201568331937,122.95568838890514,58870583364339.125,0.7158172359117992,111.20915032679738,57.56209150326797,0.0729848427565867,0.5405504149953483,-310.93982702593433,0.0189469796207051,4656,-1592.2711416576965,18.097126885774244,1216.5555555555557,1.0
4656,2.787,1.12,0.676,0.714,0.488,0.949,19.083,17.621,0.777,0.829,1.451,1.099,0.864,0.088,0.074,0.355,0.666,0.476,0.02,0.013,0.021,0.019,0.019,0.019,0.188,0.159,0.019,0.018,0.084,0.084,0.018,0.01,0.016,0.02,0.02,0.019,894.0,1244.0,1287.0,1012.0,1018.0,780.0,969.0,1353.0,1243.0,1569.0,1151.0,725.0,436.0,966.0,863.0,1580.0,983.0,1267.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,-659.0792633465572,4.76216245364126,-785.2067433467811,5.7336083094208,0.0952686689297358,1033.2378007705563,130.63329906088038,353223500185973.75,0.7453699799975237,259.34640522875816,66.76470588235294,0.1052509747278053,0.5858363903385554,-1921.3177790977325,-0.1073961710927411,4657,-1444.2860066933383,10.49577076306206,1074.4444444444443,1.0016666666666667
4657,1.964,1.006,0.889,0.745,0.069,0.321,20.247,15.995,0.888,0.95,1.33,1.239,0.67,0.082,0.049,0.843,0.874,0.203,0.021,0.006,0.021,0.016,0.02,0.019,0.199,0.161,0.021,0.019,0.083,0.087,0.02,0.014,0.017,0.02,0.015,0.019,1217.0,844.0,1440.0,1243.0,975.0,1139.0,1247.0,1306.0,936.0,1090.0,1296.0,1342.0,1608.0,1045.0,989.0,1057.0,678.0,1354.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,-637.832035457972,4.76521828528966,-809.1692426015612,5.935334860781808,0.1130530746777852,1065.359074451586,149.89538290752475,353223500185939.3,0.7843764149565206,271.16339869281046,72.57843137254902,0.1195610276297207,0.4538853269848768,-2042.6975712602475,-0.4580477252822048,4658,-1447.0012780595332,10.700553146071467,1155.888888888889,1.001111111111111
4658,1.351,1.247,0.366,0.428,0.097,0.221,17.169,19.173,0.348,0.536,0.546,1.313,0.864,0.096,0.015,0.334,0.543,0.596,0.016,0.003,0.016,0.014,0.021,0.02,0.173,0.174,0.017,0.017,0.065,0.095,0.018,0.004,0.005,0.017,0.019,0.018,1167.0,801.0,1009.0,1384.0,1290.0,1320.0,1391.0,1193.0,1181.0,1091.0,956.0,1132.0,517.0,826.0,925.0,1028.0,1258.0,1644.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,-512.3258766855998,3.3687811944612367,-821.664393227004,8.630187455759302,0.114164228439331,80.77470078918088,135.39362247364514,353223500185922.1,0.8116703195508885,30.169934640522875,66.17320261437908,0.7508655354535858,0.4080926311298363,-10.748308058046623,-0.18957449441024,4659,-1333.9902699126037,11.998968650220538,1117.388888888889,1.0022222222222221
4659,1.678,1.247,0.341,0.496,0.637,0.51,20.985,15.406,0.754,0.86,1.008,0.965,0.741,0.093,0.015,0.566,0.569,0.855,0.044,0.003,0.035,0.016,0.02,0.019,0.215,0.18,0.02,0.019,0.101,0.085,0.031,0.007,0.005,0.026,0.03,0.027,4.0,859.0,4.0,28.0,716.0,1242.0,13.0,884.0,1225.0,1204.0,9.0,434.0,4.0,26.0,41.0,5.0,5.0,4.0,1.44,1.0,1.44,1.06,1.01,1.01,1.1,1.0,1.0,1.0,1.16,1.02,1.42,1.06,1.04,1.29,1.36,1.41,-582.9488881295624,8.777752947485938,-760.6808425350525,7.27014429584094,0.0911418313450283,131.6148383970231,126.82432783468224,853623458782645.5,0.6652031704868322,53.50653594771242,58.41503267973856,0.5726770871985952,0.7567035047263195,-30.191360607936065,-0.0437593199786938,4660,-1343.629730664615,16.04789724332688,372.6111111111111,1.1566666666666665
4660,2.312,1.236,0.163,0.287,0.76,0.381,13.434,13.339,0.457,0.572,1.068,0.578,0.729,0.093,0.018,0.833,0.107,0.762,0.019,0.01,0.013,0.015,0.02,0.019,0.182,0.178,0.019,0.018,0.081,0.079,0.018,0.006,0.007,0.018,0.006,0.019,1485.0,545.0,1366.0,1136.0,1476.0,1593.0,1299.0,1393.0,1128.0,1744.0,1711.0,1329.0,1843.0,1200.0,652.0,1089.0,1041.0,1293.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-595.7977842442301,3.8684482935489504,-694.1774000955427,10.073517373435925,0.0971022568146387,158.42123978711402,65.79979289555583,1030235208875606.6,0.5844536568616322,60.09477124183007,34.591503267973856,0.2450485600131092,0.8651078629648783,-44.19094523757108,0.7190401377565085,4661,-1289.9751843397728,13.941965666984874,1295.7222222222222,1.0016666666666667
4661,1.599,1.139,0.656,0.778,0.845,0.076,17.075,18.567,0.436,0.56,0.854,1.338,0.588,0.03,0.091,0.591,0.201,0.51,0.02,0.016,0.02,0.019,0.019,0.02,0.18,0.152,0.018,0.017,0.086,0.09,0.02,0.014,0.008,0.019,0.018,0.018,1054.0,1152.0,1268.0,1417.0,1093.0,913.0,1213.0,1360.0,1151.0,1726.0,1146.0,1611.0,1590.0,833.0,535.0,1236.0,1044.0,1691.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-564.7790415893284,6.5365566577834775,-834.8675598182846,7.8462833434825505,0.097789151403639,156.67322159837357,199.52328807349812,353223500185922.56,0.993496221648314,60.1797385620915,91.74509803921568,0.8026119463018974,0.4105788864404533,-43.19917441678539,-1.5833450312268749,4662,-1399.646601407613,14.382840001266029,1224.0555555555557,1.001111111111111
4662,2.701,1.219,0.79,0.479,0.413,0.709,18.24,19.099,0.623,0.675,1.522,1.308,0.581,0.093,0.014,0.343,0.321,0.617,0.019,0.013,0.02,0.017,0.02,0.019,0.183,0.17,0.018,0.017,0.085,0.093,0.02,0.007,0.003,0.02,0.022,0.02,1103.0,686.0,1220.0,1141.0,1270.0,1686.0,1103.0,1288.0,890.0,903.0,1076.0,1559.0,1312.0,1058.0,946.0,1064.0,1374.0,1135.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-676.2204411768105,6.344634826605852,-819.7956542407164,8.100285755096378,0.0701067278782526,568.6476360514727,129.54085584607404,353223500185940.8,0.8283564514100482,165.640522875817,65.66013071895425,0.2175596512167822,0.4330929050182596,-581.2521301576884,-0.0889520378011456,4663,-1496.016095417527,14.444920581702231,1156.3333333333333,1.0016666666666667
4663,1.713,1.138,0.218,0.315,0.37,0.152,19.232,19.655,0.52,0.648,0.818,1.04,0.402,0.017,0.087,0.648,0.201,0.199,0.017,0.014,0.014,0.017,0.021,0.018,0.193,0.189,0.02,0.018,0.082,0.082,0.017,0.006,0.01,0.019,0.016,0.018,1164.0,1192.0,1179.0,1138.0,1584.0,1171.0,1281.0,1421.0,1597.0,1043.0,1098.0,1228.0,1151.0,532.0,818.0,1194.0,1334.0,1374.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-555.6469669371792,5.078370498327412,-768.8350630688334,7.991436862352621,0.0680722808175616,152.32681691129372,127.68663131664748,1000799917193445.6,0.8325489145324223,52.58496732026144,61.47058823529412,0.5865578095896367,0.3529729550784384,-40.78085699905988,-0.0580010207064718,4664,-1324.4820300060126,13.069807360680032,1194.388888888889,1.001111111111111
4664,1.764,1.248,0.182,0.151,0.674,0.336,18.374,20.421,0.268,0.434,0.687,1.335,0.425,0.094,0.015,0.597,0.335,0.193,0.018,0.002,0.013,0.014,0.021,0.019,0.192,0.204,0.016,0.016,0.074,0.094,0.017,0.006,0.005,0.018,0.017,0.018,1407.0,1075.0,1135.0,1093.0,1045.0,1215.0,1450.0,1535.0,1041.0,1271.0,1070.0,1575.0,971.0,536.0,1195.0,1238.0,1018.0,1520.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-535.9738895818942,3.597430094246601,-820.0863557147424,9.239914333202648,0.0756757515668869,78.06293547788756,130.81061998421077,588705833643203.2,1.1149955489600425,29.251633986928105,65.34640522875817,0.6597001722221646,0.2549543415006558,-9.972721762776446,-0.1104045584643917,4665,-1356.0602452966366,12.83734442744925,1188.3333333333333,1.0005555555555554
4665,2.036,1.213,0.084,0.28,0.628,0.596,15.478,18.227,0.088,0.402,0.204,1.266,0.646,0.096,0.013,0.653,0.386,0.387,0.02,0.012,0.006,0.017,0.019,0.019,0.188,0.175,0.005,0.015,0.049,0.094,0.018,0.004,0.003,0.018,0.018,0.017,1526.0,785.0,1008.0,1671.0,1922.0,1159.0,1031.0,1043.0,1227.0,1328.0,1220.0,1227.0,1792.0,476.0,1002.0,1067.0,1171.0,1456.0,1.0,1.0,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,-464.26095036665816,5.012432587024382,-811.7220691139452,9.967567099714948,0.0798974539836247,10.45758629470066,121.1205106684048,382658791868081.94,0.6855242199365662,5.950980392156863,55.50653594771242,0.9070158984698992,0.4904384290674654,0.8030810442964803,0.0480138843790312,4666,-1275.9830194806034,14.97999968673933,1228.388888888889,1.0016666666666667
4666,2.12,1.006,0.076,0.662,0.034,0.698,15.129,17.285,0.08,0.39,0.168,1.484,0.776,0.065,0.08,0.818,0.231,0.339,0.022,0.005,0.006,0.018,0.016,0.02,0.183,0.15,0.005,0.014,0.044,0.097,0.019,0.017,0.013,0.019,0.016,0.016,1480.0,636.0,1529.0,1413.0,851.0,1474.0,1527.0,1524.0,1174.0,1758.0,1242.0,1182.0,1048.0,893.0,410.0,1159.0,1265.0,1338.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,-457.3515224708292,5.210954105733512,-869.2610141506973,9.209301836536302,0.1480933735768,9.00889175864347,115.92544651769428,441529375232402.06,0.7948710986007058,5.908496732026144,53.90196078431372,0.9274985090847376,0.4851795134460456,0.8538605906289677,0.1279271163729293,4667,-1326.6125366215265,14.420255942269813,1216.8333333333333,1.001111111111111
4667,2.188,1.246,0.173,0.199,0.058,0.815,20.173,15.663,0.251,0.399,0.915,0.508,0.35,0.081,0.015,0.648,0.189,0.255,0.021,0.004,0.015,0.011,0.019,0.019,0.2,0.167,0.017,0.015,0.078,0.07,0.016,0.013,0.005,0.019,0.014,0.016,1553.0,861.0,1117.0,1441.0,789.0,1253.0,1370.0,1378.0,1338.0,1616.0,1374.0,1355.0,1263.0,998.0,646.0,1401.0,1130.0,967.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.01,1.0,-570.5696438217819,3.8389012953358512,-675.0811375517881,7.676876681903178,0.0919113410181469,81.0714402941785,93.60847923997544,883058750464805.6,0.4908995084301139,33.92156862745098,42.27777777777778,0.6191965401860708,0.7237891932147921,-10.83478539890093,0.4313754482653227,4668,-1245.65078137357,11.51577797723903,1213.888888888889,1.0011111111111113
4668,2.304,1.035,0.401,0.791,0.87,0.162,18.874,17.556,0.661,0.775,0.983,1.037,0.496,0.039,0.033,0.762,0.199,0.468,0.02,0.014,0.018,0.02,0.021,0.02,0.186,0.158,0.021,0.017,0.08,0.084,0.019,0.016,0.014,0.02,0.017,0.018,1591.0,554.0,1081.0,1298.0,977.0,1250.0,1701.0,1104.0,1122.0,1219.0,955.0,1569.0,1327.0,1015.0,894.0,1023.0,1091.0,1116.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-576.8853322794836,3.3925307283009496,-777.0557977987635,4.975824578159151,0.0987528705596923,295.85429365127595,209.16825638017875,618141125325365.4,0.961972991009614,127.31045751633988,90.4248366013072,0.7558437961769765,0.4708203928767849,-156.60876386471662,-1.8391398158127727,4669,-1353.9411300782472,8.368355306460101,1160.388888888889,1.0005555555555554
