,R0_v_mean,R0_y_mean,w_v_mean,w_y_mean,cv_mean,cy_mean,tv_0_mean,ty_0_mean,det_prob_v_mean,det_prob_y_mean,confirmed_dispersion_v_mean,confirmed_dispersion_y_mean,S_rate_ini_mean,Rcv_rate_ini_mean,Rcy_rate_ini_mean,Rv_rate_ini_mean,Ry_rate_ini_mean,R_rate_ini_mean,R0_v_std,R0_y_std,w_v_std,w_y_std,cv_std,cy_std,tv_0_std,ty_0_std,det_prob_v_std,det_prob_y_std,confirmed_dispersion_v_std,confirmed_dispersion_y_std,S_rate_ini_std,Rcv_rate_ini_std,Rcy_rate_ini_std,Rv_rate_ini_std,Ry_rate_ini_std,R_rate_ini_std,R0_v_neff,R0_y_neff,w_v_neff,w_y_neff,cv_neff,cy_neff,tv_0_neff,ty_0_neff,det_prob_v_neff,det_prob_y_neff,confirmed_dispersion_v_neff,confirmed_dispersion_y_neff,S_rate_ini_neff,Rcv_rate_ini_neff,Rcy_rate_ini_neff,Rv_rate_ini_neff,Ry_rate_ini_neff,R_rate_ini_neff,R0_v_rhat,R0_y_rhat,w_v_rhat,w_y_rhat,cv_rhat,cy_rhat,tv_0_rhat,ty_0_rhat,det_prob_v_rhat,det_prob_y_rhat,confirmed_dispersion_v_rhat,confirmed_dispersion_y_rhat,S_rate_ini_rhat,Rcv_rate_ini_rhat,Rcy_rate_ini_rhat,Rv_rate_ini_rhat,Ry_rate_ini_rhat,R_rate_ini_rhat,bv_log_likelihood_mean,bv_log_likelihood_std,by_log_likelihood_mean,by_log_likelihood_std,runtime,bv_rmse,by_rmse,bv_mape,by_mape,bv_mae,by_mae,bv_corr,by_corr,bv_r2,by_r2,file_num,log_likelihood_sum,log_likelihood_std,neff_mean,rhat_mean,mae,mape,rmse,r2,corr,S_rate_ini_adjust_mean,Rcv_rate_ini_adjust_mean,Rcy_rate_ini_adjust_mean,Rv_rate_ini_adjust_mean,Ry_rate_ini_adjust_mean,R_rate_ini_adjust_mean,Iv_rate_ini_adjust_mean,Iy_rate_ini_adjust_mean,Jv_rate_ini_adjust_mean,Jy_rate_ini_adjust_mean
752,2.975,1.094,0.579,0.627,0.167,0.446,13.66,15.942,0.868,0.894,1.623,0.84,0.841,0.037,0.026,0.792,0.184,0.884,0.015,0.013,0.02,0.018,0.02,0.019,0.187,0.161,0.019,0.019,0.09,0.075,0.02,0.016,0.012,0.019,0.02,0.012,598.0,1407.0,1429.0,1401.0,1169.0,1235.0,1389.0,1575.0,1063.0,1076.0,1247.0,1382.0,839.0,962.0,724.0,1462.0,1192.0,757.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-692.8143286484875,7.074518309158892,-739.3852707453258,5.070684415619687,0.10155186202791,575.9969192455738,131.19078184777337,441529375232431.2,0.7097548306668933,197.1895424836601,64.65032679738562,0.0486234170760222,0.558565874298803,-596.3996049827829,-0.1168680530722345,3869,-1432.1995993938133,12.145202724778578,1161.5,1.0005555555555554,261.8398692810457,441529375232431.9,707.1877010933472,-298.25823651792757,0.3035946456874126,0.3042647718556895,0.013386202804590382,0.00940652088971216,0.286537097871232,0.06656922475796298,0.31982171025021344,3.6178926498892927e-06,3.6178926498892927e-06,3.6178926498892927e-06,3.6178926498892927e-06
753,2.894,1.174,0.918,0.296,0.692,0.796,20.613,19.677,0.64,0.667,1.415,1.126,0.876,0.059,0.027,0.721,0.151,0.651,0.02,0.014,0.02,0.016,0.02,0.019,0.18,0.186,0.018,0.018,0.084,0.087,0.016,0.018,0.013,0.02,0.02,0.019,998.0,1182.0,1019.0,1200.0,960.0,1240.0,842.0,1042.0,1094.0,1117.0,999.0,939.0,768.0,870.0,945.0,896.0,713.0,990.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-655.3395097826875,5.596962787667994,-783.2889858057412,7.091193400572828,0.1042867878410551,641.474726831384,122.49316374148678,353223500185933.94,0.8810144852671175,181.18627450980392,60.95424836601307,0.2370877364798164,0.3695432869259707,-739.9411428846364,0.0263139871565696,4753,-1438.6284955884287,12.688156188240821,989.6666666666666,1.001111111111111,242.140522875817,353223500185934.8,763.9678905728708,-369.95741444873994,0.30331551170289356,0.35250941634742294,0.023742072562212276,0.010865016257283585,0.2901361748704246,0.06076360943888227,0.2619676142033931,4.024080095290217e-06,4.024080095290217e-06,4.024080095290217e-06,4.024080095290217e-06
754,2.774,1.054,0.604,0.688,0.361,0.816,15.186,15.005,0.761,0.803,1.61,1.104,0.82,0.086,0.069,0.508,0.375,0.501,0.02,0.013,0.019,0.019,0.02,0.019,0.189,0.168,0.018,0.019,0.088,0.088,0.019,0.01,0.017,0.02,0.019,0.019,1519.0,992.0,1812.0,1049.0,1158.0,1789.0,1333.0,1292.0,1533.0,1160.0,1378.0,1647.0,1113.0,1175.0,806.0,1292.0,1505.0,955.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,-691.1197713480555,6.088492302089945,-789.1142857445201,7.525713160875168,0.0689254113038381,792.8753064851919,128.68660949785058,353223500185969.94,0.8191058360247043,211.55555555555557,63.14052287581699,0.0817497741171206,0.5239483242855938,-1130.9686378067336,-0.0746373859063123,1690,-1480.2340570925755,13.614205462965113,1306.0,1.001111111111111,274.69607843137254,353223500185970.75,921.5619159830425,-565.5216375963199,0.3028490492013572,0.3475990233315247,0.03645550732501356,0.029249186109603913,0.21534183396635923,0.15896296798697776,0.2123745252306023,4.239012479652741e-06,4.239012479652741e-06,4.239012479652741e-06,4.239012479652741e-06
755,2.915,1.146,0.867,0.847,0.118,0.772,17.519,16.705,0.791,0.831,1.541,1.154,0.713,0.085,0.023,0.228,0.551,0.5,0.02,0.016,0.02,0.02,0.019,0.019,0.182,0.151,0.018,0.019,0.088,0.081,0.019,0.011,0.01,0.02,0.019,0.018,1037.0,1278.0,1320.0,1534.0,1551.0,1336.0,1146.0,1026.0,954.0,1020.0,994.0,1587.0,1869.0,640.0,896.0,1004.0,1280.0,1054.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,-677.482811185033,5.59445894240768,-797.7566135903201,6.183279318583521,0.0653207504087024,1113.4542525622774,152.97766187479706,353223500185984.25,0.823124453905078,263.87581699346407,72.45424836601308,0.0726510841956543,0.532709468775894,-2231.3863920514727,-0.5186275195686736,4143,-1475.2394247753532,11.777738260991201,1195.888888888889,1.001111111111111,336.33006535947715,353223500185985.06,1266.4319144370745,-1115.9525097855208,0.3026802764857741,0.339517342526809,0.040475419515818754,0.010952172339574484,0.10856936058360794,0.2623759547437192,0.23809070303422794,4.761814060684559e-06,4.761814060684559e-06,4.761814060684559e-06,4.761814060684559e-06
756,2.383,1.117,0.975,0.765,0.148,0.616,17.761,15.46,0.572,0.631,1.669,1.563,0.546,0.072,0.071,0.461,0.557,0.383,0.021,0.014,0.017,0.019,0.02,0.02,0.192,0.17,0.017,0.018,0.092,0.097,0.019,0.016,0.017,0.02,0.02,0.02,1060.0,1123.0,739.0,1056.0,1015.0,1233.0,1034.0,1212.0,992.0,1141.0,1109.0,1231.0,1185.0,707.0,915.0,878.0,1071.0,1178.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-708.3774102033366,7.155063586288889,-877.4919688481383,9.286521071574162,0.096110327773624,600.7245529875497,129.41964473929158,58870583364344.76,0.8236638271759813,156.54575163398692,66.40522875816994,0.1498388071054979,0.4546857500630845,-648.7935195646364,-0.0869151309419391,23,-1585.8693790514749,16.44158465786305,1048.8333333333333,1.0,222.95098039215685,58870583364345.58,730.1441977268413,-324.4402173477892,0.3022622785842912,0.261239019348912,0.034449101452603784,0.03397064171020651,0.22056994124514367,0.26650207651528207,0.18325008133815623,4.784597423972748e-06,4.784597423972748e-06,4.784597423972748e-06,4.784597423972748e-06
757,2.786,1.232,0.529,0.562,0.185,0.673,14.848,17.205,0.881,0.914,1.59,0.968,0.725,0.094,0.023,0.237,0.765,0.353,0.02,0.011,0.018,0.017,0.02,0.019,0.187,0.171,0.019,0.019,0.086,0.079,0.02,0.006,0.01,0.02,0.02,0.019,1327.0,741.0,1114.0,1133.0,981.0,1225.0,1142.0,1178.0,1464.0,941.0,908.0,1057.0,1255.0,585.0,922.0,897.0,994.0,1203.0,1.0,1.01,1.01,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-687.05941569779,5.674078550757422,-759.0657668726844,6.03051043962478,0.0725471791293886,1395.81657174601,135.81259314775025,441529375232473.25,0.6836999673958669,292.75816993464053,63.62418300653595,0.0205138889251314,0.5837355921667974,-3507.1754919023547,-0.1969480760338333,22,-1446.1251825704744,11.704588990382202,1059.2777777777778,1.0022222222222221,356.38235294117646,441529375232473.94,1531.6291648937602,-1753.6862199891943,0.3021247405459644,0.32998944033790917,0.04278483778174271,0.010468630521064705,0.10787241015184065,0.348195754287587,0.16067072060590612,4.551578487419437e-06,4.551578487419437e-06,4.551578487419437e-06,4.551578487419437e-06
758,2.877,1.248,0.848,0.395,0.215,0.813,13.616,15.865,0.92,0.916,1.738,0.72,0.877,0.08,0.017,0.418,0.739,0.364,0.02,0.002,0.02,0.013,0.021,0.019,0.193,0.166,0.02,0.019,0.09,0.077,0.015,0.014,0.007,0.019,0.021,0.019,1316.0,950.0,1474.0,1356.0,1318.0,1736.0,1580.0,1306.0,403.0,996.0,1430.0,1741.0,506.0,1020.0,1116.0,1172.0,1787.0,1415.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,1.01,1.0,1.01,1.01,1.0,1.0,1.0,1.0,-717.4219047003525,6.725318194134356,-715.2273985971483,5.819510770085132,0.1121481129195955,1451.4137507330545,121.30760877913808,382658791868158.1,0.6197796644968332,301.3267973856209,53.1437908496732,-0.045726957480169,0.6482125139081162,-3792.211656815466,0.0450704956489574,1858,-1432.6493032975009,12.544828964219487,1256.7777777777778,1.0027777777777775,354.47058823529414,382658791868158.75,1572.7213595121925,-1896.0832931599086,0.3012427782139736,0.3514973707836348,0.032063614210593824,0.006813518019751188,0.16753238425035272,0.29618763627036043,0.1458894446582019,4.007951776324228e-06,4.007951776324228e-06,4.007951776324228e-06,4.007951776324228e-06
759,2.977,1.244,0.819,0.43,0.03,0.166,17.832,18.721,0.648,0.671,1.589,1.081,0.576,0.092,0.037,0.298,0.287,0.413,0.015,0.005,0.02,0.015,0.014,0.019,0.18,0.17,0.018,0.018,0.086,0.085,0.019,0.007,0.015,0.019,0.019,0.019,561.0,729.0,1284.0,909.0,918.0,1250.0,1188.0,1572.0,928.0,1000.0,1221.0,1016.0,1250.0,587.0,976.0,972.0,1185.0,1204.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-688.247470196026,6.465658665036408,-778.3677331531907,6.965658695150093,0.1040576899051666,706.7276703228762,119.1087546103837,353223500185955.44,0.7903346040127976,188.3986928104575,60.5359477124183,0.1270588446143524,0.4743211548190743,-898.3501281417575,0.0793753578220648,4942,-1466.6152033492167,13.431317360186501,1041.6666666666667,1.0005555555555554,248.9346405228758,353223500185956.25,825.8364249332599,-449.1353763919677,0.30068999971671334,0.3382187147688839,0.05402104472003007,0.02172585494175122,0.17498121007140174,0.16852217211574597,0.24250751597143932,5.87185268695979e-06,5.87185268695979e-06,5.87185268695979e-06,5.87185268695979e-06
760,2.228,1.09,0.454,0.647,0.345,0.712,20.027,20.097,0.85,0.943,1.227,1.356,0.743,0.076,0.019,0.744,0.71,0.67,0.023,0.013,0.019,0.018,0.02,0.018,0.193,0.179,0.019,0.019,0.085,0.083,0.02,0.016,0.008,0.021,0.02,0.02,1424.0,825.0,1347.0,1312.0,1520.0,1504.0,1892.0,1124.0,1294.0,815.0,1343.0,1199.0,1547.0,1044.0,977.0,1254.0,1198.0,1296.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,-618.5214758250848,4.478993499793631,-827.3296707232757,7.338961054554358,0.0674936305814319,694.126742490536,130.7431061430069,677011708689692.9,0.8445080120356738,220.8235294117647,66.19281045751634,0.2304226158415359,0.3682148690242186,-866.5652802988451,-0.1092586525597878,3842,-1445.8511465483607,11.817954554347988,1273.0555555555557,1.0005555555555554,287.01633986928107,677011708689693.8,824.8698486335429,-433.33726947570244,0.29931874243287726,0.2508406368583814,0.02565799246465274,0.006414498116163185,0.25117824202239003,0.23969966644609797,0.22619545988575446,3.3760516400858875e-06,3.3760516400858875e-06,3.3760516400858875e-06,3.3760516400858875e-06
761,2.77,1.184,0.187,0.163,0.097,0.668,20.514,19.151,0.719,0.764,1.482,0.899,0.847,0.085,0.039,0.606,0.385,0.134,0.02,0.012,0.014,0.013,0.019,0.019,0.193,0.188,0.019,0.02,0.083,0.074,0.021,0.011,0.016,0.02,0.02,0.017,1023.0,974.0,1164.0,995.0,1046.0,1149.0,1227.0,1351.0,1038.0,1055.0,1311.0,1059.0,835.0,1062.0,742.0,1229.0,1317.0,744.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.01,1.0,1.0,1.0,-663.9899877048662,5.212790631481707,-743.8399483231476,5.1733868852504,0.0788348109854592,649.7471717944619,112.12382277637045,971364625511326.4,0.9117398742648672,195.3235294117647,51.16993464052288,0.0415505101606486,0.5560670270401665,-759.1746897183373,0.1841862505501347,1159,-1407.829936028014,10.386177516732108,1073.388888888889,1.001111111111111,246.49346405228758,971364625511327.2,761.8709945708324,-379.49525173389355,0.29880876860040756,0.40409534169195244,0.040552661208755565,0.018606515142840785,0.28911661991183374,0.1836797007690693,0.06393007767027348,4.770901318677125e-06,4.770901318677125e-06,4.770901318677125e-06,4.770901318677125e-06
762,1.948,1.224,0.13,0.218,0.193,0.377,14.566,14.441,0.678,0.731,1.503,0.869,0.823,0.095,0.025,0.355,0.477,0.134,0.023,0.012,0.015,0.013,0.02,0.018,0.203,0.176,0.021,0.018,0.095,0.072,0.021,0.004,0.011,0.022,0.021,0.019,966.0,763.0,1053.0,1215.0,1212.0,1366.0,853.0,1258.0,1089.0,1081.0,806.0,1012.0,1289.0,839.0,668.0,1169.0,723.0,719.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,-668.8517448149407,7.802849682306354,-739.4033706980035,4.244973188969326,0.1142131365007824,481.0079643464398,106.00341436109098,1677811625883153.2,0.6056140274777729,150.42156862745097,48.388888888888886,-0.0082712562530162,0.6033099148111879,-415.6094765710345,0.2708196846743188,965,-1408.2551155129443,12.047822871275681,1004.5,1.001111111111111,198.81045751633985,1677811625883153.8,587.0113787075308,-207.6693284431801,0.29751932927908586,0.43110673427481877,0.049763231781418935,0.013095587310899721,0.18595733981477602,0.24986380589196666,0.0701923479864225,5.238234924359888e-06,5.238234924359888e-06,5.238234924359888e-06,5.238234924359888e-06
763,2.599,1.012,0.245,0.808,0.167,0.641,18.152,16.136,0.52,0.627,1.584,1.528,0.715,0.089,0.026,0.42,0.699,0.278,0.021,0.008,0.017,0.017,0.02,0.02,0.192,0.163,0.017,0.018,0.089,0.09,0.02,0.01,0.012,0.02,0.02,0.019,1694.0,721.0,1121.0,1021.0,994.0,1383.0,1251.0,1291.0,1163.0,1426.0,1193.0,1257.0,1225.0,553.0,650.0,947.0,1493.0,1193.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.01,1.0,-688.607273903517,6.49137335453915,-869.8861162189141,8.459673574743613,0.0800538309415181,525.5894916429457,113.01062041594756,529835250278916.3,0.7487796703170769,140.04575163398692,55.65032679738562,0.0481568609508848,0.5465559311704278,-496.413945644634,0.1712305262090541,68,-1558.4933901224313,14.951046929282764,1143.111111111111,1.0016666666666667,195.69607843137254,529835250278917.06,638.6001120588933,-248.12135755921247,0.2973563960606563,0.3210539550255047,0.03996335943674115,0.011674689273654717,0.1885911344205762,0.31386953085710184,0.12482936992600047,4.490265105251815e-06,4.490265105251815e-06,4.490265105251815e-06,4.490265105251815e-06
764,2.965,1.125,0.207,0.264,0.224,0.595,19.895,20.432,0.831,0.892,1.369,0.992,0.756,0.088,0.034,0.804,0.286,0.29,0.018,0.013,0.016,0.016,0.02,0.019,0.194,0.2,0.021,0.02,0.086,0.076,0.02,0.01,0.015,0.021,0.02,0.019,490.0,841.0,1212.0,703.0,1088.0,1219.0,1437.0,1383.0,1043.0,1439.0,944.0,1098.0,1316.0,797.0,654.0,822.0,1289.0,942.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,1.0,1.0,1.0,-642.2845633112044,4.7145174762299735,-759.8035594289682,6.11936703965594,0.0964004512627919,566.9420668723944,120.01683569263606,1000799917193470.4,1.0539100696519288,206.63398692810455,58.73529411764706,0.2114661299354966,0.3826252877911885,-577.7646206907056,0.0652842249100116,2800,-1402.0881227401726,10.833884515885913,1039.8333333333333,1.001111111111111,265.3692810457516,1000799917193471.4,686.9589025650305,-288.8496682328978,0.29704570886334253,0.33480363501089444,0.038971851694389825,0.015057306336468798,0.35606100866237983,0.12665851800676692,0.12842996581105737,4.428619510726117e-06,4.428619510726117e-06,4.428619510726117e-06,4.428619510726117e-06
765,2.185,1.088,0.889,0.559,0.344,0.83,16.356,16.136,0.467,0.502,1.882,1.429,0.728,0.081,0.028,0.252,0.548,0.11,0.02,0.013,0.02,0.019,0.02,0.019,0.181,0.173,0.016,0.016,0.093,0.093,0.019,0.013,0.012,0.019,0.019,0.008,1711.0,1237.0,1625.0,1755.0,1653.0,1341.0,1893.0,1321.0,1527.0,1375.0,1816.0,1627.0,1791.0,1234.0,874.0,1451.0,1910.0,923.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-759.7988262276548,8.487260011783075,-850.4700884716441,9.23727487951799,0.0982518604066636,675.4699985597053,115.1441551733662,39.86557188938093,0.7195463305612088,141.90849673202615,52.99346405228758,0.0421337717334164,0.5505454473710395,-820.5551805684205,0.139642352773049,4300,-1610.2689146992989,17.724534891301065,1503.5555555555557,1.0005555555555554,194.90196078431373,40.58511821994214,790.6141537330716,-410.2077691078237,0.29633960955222793,0.4167048264493085,0.04636413590988186,0.01602710870958879,0.1442439783862991,0.31367341331623777,0.06296364135909881,5.723967396281711e-06,5.723967396281711e-06,5.723967396281711e-06,5.723967396281711e-06
766,1.459,1.022,0.171,0.834,0.488,0.716,15.886,20.028,0.868,0.973,1.201,1.417,0.769,0.07,0.024,0.231,0.76,0.267,0.019,0.011,0.014,0.018,0.021,0.02,0.194,0.173,0.021,0.016,0.085,0.088,0.02,0.016,0.011,0.019,0.02,0.019,1211.0,664.0,1533.0,1405.0,1732.0,1975.0,1524.0,1180.0,1558.0,876.0,1519.0,1486.0,1620.0,1237.0,756.0,1430.0,1473.0,1498.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-615.6983415336063,4.480220769181881,-839.3007819899711,7.373290085756497,0.0884769590695699,388.39877004846886,166.75651989683814,1707246917565293.5,1.001507665304623,129.81045751633988,84.62418300653594,0.2485619426120854,0.3404295515951524,-270.6316062925841,-0.8045165691710374,3968,-1454.9991235235775,11.853510854938378,1370.9444444444443,1.0,214.43464052287584,1707246917565294.5,555.155289945307,-135.71806143087755,0.2944957471036189,0.3625579904197941,0.03300267793158074,0.011315203862256254,0.10890883717421644,0.35831478897144803,0.12588164296760082,4.714668275940106e-06,4.714668275940106e-06,4.714668275940106e-06,4.714668275940106e-06
767,2.975,1.123,0.774,0.828,0.049,0.572,13.346,15.004,0.483,0.501,2.131,1.698,0.716,0.093,0.03,0.218,0.55,0.468,0.016,0.014,0.02,0.02,0.019,0.021,0.187,0.155,0.015,0.016,0.098,0.096,0.02,0.006,0.014,0.018,0.019,0.019,636.0,906.0,1627.0,1444.0,598.0,1317.0,1149.0,1495.0,1412.0,1624.0,1645.0,1049.0,1482.0,980.0,903.0,1349.0,1196.0,1268.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.0,1.0,1.0,-815.9788732751924,10.766731682430049,-913.6620657070974,10.835091510107343,0.0968846213155322,608.5956565755414,104.77200581555353,58870583364352.89,0.8002470143997261,134.81699346405227,51.78431372549019,-0.050998912121947,0.6395179492967905,-665.9331537548788,0.2876626034692522,2080,-1729.6409389822898,21.601823192537392,1226.6666666666667,1.001111111111111,186.60130718954247,58870583364353.69,713.3676623910949,-332.8227455757048,0.2942595185874218,0.34505358932839847,0.04481841313902383,0.014457552625491556,0.10505821574523865,0.2650551314673452,0.2255378209576683,4.819184208497186e-06,4.819184208497186e-06,4.819184208497186e-06,4.819184208497186e-06
768,2.704,1.204,0.387,0.37,0.142,0.773,19.916,18.918,0.706,0.766,1.434,1.004,0.412,0.095,0.014,0.219,0.378,0.108,0.02,0.014,0.018,0.016,0.02,0.019,0.192,0.178,0.019,0.019,0.085,0.084,0.019,0.005,0.004,0.018,0.02,0.007,1073.0,684.0,898.0,1156.0,857.0,1118.0,1146.0,913.0,1049.0,955.0,984.0,1014.0,1100.0,600.0,482.0,1007.0,1196.0,993.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-654.694706686795,4.599710947910153,-763.6484452397046,6.553092469284327,0.0958805542522006,802.6934987535258,116.72761013282272,412094083550289.44,0.697909061481846,221.48366013071896,56.73529411764706,0.0672742177245064,0.520920302667501,-1159.1765978259514,0.1158164804060224,2979,-1418.3431519264996,11.15280341719448,956.9444444444445,1.0005555555555554,278.218954248366,412094083550290.1,919.4211088863485,-579.5303906727727,0.2940972601960037,0.3360412384587778,0.07748523702326188,0.011418877035007014,0.17862386219046686,0.3083096799451894,0.08808847998433983,8.156340739290725e-06,8.156340739290725e-06,8.156340739290725e-06,8.156340739290725e-06
769,1.833,1.146,0.94,0.515,0.069,0.775,19.253,18.98,0.864,0.92,1.358,1.307,0.601,0.08,0.048,0.189,0.296,0.376,0.022,0.015,0.02,0.018,0.019,0.019,0.197,0.18,0.019,0.019,0.089,0.085,0.021,0.014,0.018,0.02,0.02,0.02,1555.0,797.0,800.0,1428.0,1077.0,1322.0,2093.0,1194.0,1587.0,1630.0,1557.0,1476.0,1553.0,597.0,1270.0,1339.0,1671.0,1215.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.01,1.0,-643.6736243278039,6.187863358014234,-818.5580944493869,6.56895737794804,0.0808843907382753,977.2201227464842,119.7768895404028,353223500185939.5,0.6515410772865706,250.5718954248366,56.99346405228758,0.1381353774192822,0.4475000221751744,-1718.5286354598911,0.0690179886389674,2217,-1462.2317187771907,12.756820735962275,1342.2777777777778,1.0016666666666667,307.56535947712416,353223500185940.1,1096.997012286887,-859.2298087356261,0.29281769979722827,0.3779779125053458,0.050313199667932886,0.030187919800759733,0.11886493421549145,0.18615883877135167,0.23647203843928455,6.289149958491611e-06,6.289149958491611e-06,6.289149958491611e-06,6.289149958491611e-06
770,2.511,1.002,0.16,0.664,0.174,0.283,19.313,14.935,0.367,0.552,1.282,1.6,0.693,0.089,0.029,0.888,0.562,0.321,0.024,0.002,0.018,0.015,0.02,0.019,0.197,0.172,0.021,0.017,0.095,0.098,0.022,0.009,0.013,0.011,0.023,0.02,1144.0,752.0,1256.0,1265.0,1233.0,1181.0,1236.0,1254.0,1070.0,1278.0,1086.0,985.0,1267.0,1076.0,622.0,768.0,1303.0,1162.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,1.0,1.0,-630.9475587642719,8.446507613066293,-885.0339465474032,9.90466697665447,0.0841557830572128,203.04157386839336,128.16407860922513,824188167100490.0,0.7776936972320525,78.65032679738562,64.97712418300654,0.1930383585615971,0.3914183978341148,-73.23257953996347,-0.0659279920696902,3741,-1515.981505311675,18.351174589720763,1107.6666666666667,1.001111111111111,143.62745098039215,824188167100490.8,331.2056524776185,-36.64925376601658,0.29222837819785596,0.2683924338894827,0.034468869575994175,0.011231429412402596,0.3439141144211554,0.21765735619897447,0.12432030487521495,3.87290669393193e-06,3.87290669393193e-06,3.87290669393193e-06,3.87290669393193e-06
771,2.315,1.132,0.532,0.634,0.076,0.932,16.075,16.594,0.763,0.825,1.521,1.174,0.651,0.075,0.066,0.404,0.493,0.432,0.021,0.015,0.021,0.019,0.019,0.018,0.183,0.169,0.019,0.019,0.089,0.088,0.02,0.016,0.018,0.02,0.02,0.019,1783.0,1471.0,1687.0,1546.0,1157.0,1742.0,1471.0,1439.0,2048.0,1454.0,1640.0,2381.0,1809.0,1088.0,832.0,1470.0,1564.0,1911.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-673.6754003332769,5.638144351371862,-797.2273834977814,6.069172402049676,0.0713795482450061,717.4071846778863,127.34896218632738,382658791868117.6,0.6994912570972979,202.55555555555557,61.071895424836605,0.1082665983822381,0.4753321818642302,-925.7360414788848,-0.0524126220022747,4802,-1470.9027838310583,11.707316753421537,1582.9444444444443,1.0005555555555554,263.62745098039215,382658791868118.3,844.7561468642137,-462.89422705044353,0.29179939012323414,0.3069249047637009,0.035360012069550785,0.031116810621204697,0.19047259834798028,0.23243314600384718,0.20367366952061255,4.714668275940106e-06,4.714668275940106e-06,4.714668275940106e-06,4.714668275940106e-06
772,2.282,1.153,0.631,0.627,0.454,0.885,19.809,16.181,0.65,0.723,1.47,1.334,0.858,0.084,0.072,0.306,0.553,0.509,0.022,0.014,0.021,0.018,0.02,0.019,0.188,0.17,0.018,0.018,0.085,0.09,0.019,0.012,0.016,0.02,0.019,0.02,1526.0,942.0,1099.0,1197.0,1620.0,1853.0,1644.0,1345.0,1432.0,1290.0,843.0,1526.0,691.0,845.0,994.0,1165.0,1402.0,1320.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,1.0,1.0,1.0,-665.1634813340446,5.466039080295305,-826.6878039824172,7.240813590407131,0.0890190568897459,753.3614507593257,122.94988085644646,353223500185946.2,0.7267147118456149,197.27124183006532,58.98692810457516,0.0581251489459682,0.5246406804103454,-1020.9541166318448,0.019039653050947,1012,-1491.8512853164618,12.706852670702435,1263.0,1.001111111111111,256.2581699346405,353223500185946.94,876.3113316157722,-510.46753848939693,0.2913829146781568,0.36019546271263286,0.03526389145438364,0.030226192675185972,0.1284613188695404,0.2321539520746923,0.21368238988430086,4.198082315998052e-06,4.198082315998052e-06,4.198082315998052e-06,4.198082315998052e-06
