,combination,extinction_size,wv,wy
1643,BY_y_cv0.23_cy0.10,57.96790835773045,0.23,0.1
1644,BY_y_cv0.23_cy0.11,58.53952143187162,0.23,0.11
1645,BY_y_cv0.23_cy0.12,59.12949709433035,0.23,0.12
1646,BY_y_cv0.23_cy0.13,59.74898159373752,0.23,0.13
1647,BY_y_cv0.23_cy0.14,60.38995378468917,0.23,0.14
1648,BY_y_cv0.23_cy0.15,61.05541062149733,0.23,0.15
1649,BY_y_cv0.23_cy0.16,61.74136711241626,0.23,0.16
1650,BY_y_cv0.23_cy0.17,62.46942234550371,0.23,0.17
1651,BY_y_cv0.23_cy0.18,63.21535000162967,0.23,0.18
1652,BY_y_cv0.23_cy0.19,64.01097361721477,0.23,0.19
1653,BY_y_cv0.23_cy0.20,64.82112327580819,0.23,0.2
1654,BY_y_cv0.23_cy0.21,65.68033961584315,0.23,0.21
1655,BY_y_cv0.23_cy0.22,66.58567725179492,0.23,0.22
1656,BY_y_cv0.23_cy0.23,67.52483382905267,0.23,0.23
1657,BY_y_cv0.23_cy0.24,68.50466000025718,0.23,0.24
1658,BY_y_cv0.23_cy0.25,69.54806146952268,0.23,0.25
1659,BY_y_cv0.23_cy0.26,70.63863277644104,0.23,0.26
1660,BY_y_cv0.23_cy0.27,71.79350106090389,0.23,0.27
1661,BY_y_cv0.23_cy0.28,72.9919286895696,0.23,0.28
1662,BY_y_cv0.23_cy0.29,74.27604270529154,0.23,0.29
1663,BY_y_cv0.23_cy0.30,75.64057094064246,0.23,0.3
1664,BY_y_cv0.23_cy0.31,77.08027369041558,0.23,0.31
1665,BY_y_cv0.23_cy0.32,78.60325915843059,0.23,0.32
1666,BY_y_cv0.23_cy0.33,80.22356950547838,0.23,0.33
1667,BY_y_cv0.23_cy0.34,81.96673851873766,0.23,0.34
1668,BY_y_cv0.23_cy0.35,83.82855296620184,0.23,0.35
1669,BY_y_cv0.23_cy0.36,85.81325280743587,0.23,0.36
1670,BY_y_cv0.23_cy0.37,87.9643978704875,0.23,0.37
1671,BY_y_cv0.23_cy0.38,90.25504885486954,0.23,0.38
1672,BY_y_cv0.23_cy0.39,92.71681371754477,0.23,0.39
1673,BY_y_cv0.23_cy0.40,95.40323024408607,0.23,0.4
1674,BY_y_cv0.23_cy0.41,98.3270813458934,0.23,0.41
1675,BY_y_cv0.23_cy0.42,101.50017200015245,0.23,0.42
1676,BY_y_cv0.23_cy0.43,104.97137697374764,0.23,0.43
1677,BY_y_cv0.23_cy0.44,108.77904960232756,0.23,0.44
1678,BY_y_cv0.23_cy0.45,112.95356089045328,0.23,0.45
1679,BY_y_cv0.23_cy0.46,117.5529216678964,0.23,0.46
1680,BY_y_cv0.23_cy0.47,122.64538173017084,0.23,0.47
1681,BY_y_cv0.23_cy0.48,128.28919375280347,0.23,0.48
1682,BY_y_cv0.23_cy0.49,134.56331377060215,0.23,0.49
1683,BY_y_cv0.23_cy0.50,141.56836429961515,0.23,0.5
1684,BY_y_cv0.23_cy0.51,149.46371586180393,0.23,0.51
1685,BY_y_cv0.23_cy0.52,158.2174556332766,0.23,0.52
1686,BY_y_cv0.23_cy0.53,168.13266856959018,0.23,0.53
1687,BY_y_cv0.23_cy0.54,179.41134621653055,0.23,0.54
1688,BY_y_cv0.23_cy0.55,192.1800328370051,0.23,0.55
1689,BY_y_cv0.23_cy0.56,206.53101809577856,0.23,0.56
1690,BY_y_cv0.23_cy0.57,223.01410939916423,0.23,0.57
1691,BY_y_cv0.23_cy0.58,241.9076558424098,0.23,0.58
1692,BY_y_cv0.23_cy0.59,263.405685423703,0.23,0.59
1693,BY_y_cv0.23_cy0.60,288.04057884708766,0.23,0.6
1694,BY_y_cv0.23_cy0.61,316.2227067718459,0.23,0.61
1695,BY_y_cv0.23_cy0.62,348.8692041915405,0.23,0.62
1696,BY_y_cv0.23_cy0.63,386.45277004092446,0.23,0.63
1697,BY_y_cv0.23_cy0.64,429.4094566842027,0.23,0.64
1698,BY_y_cv0.23_cy0.65,479.24238437929455,0.23,0.65
1699,BY_y_cv0.23_cy0.66,536.5895367361692,0.23,0.66
1700,BY_y_cv0.23_cy0.67,602.8945407965164,0.23,0.67
1701,BY_y_cv0.23_cy0.68,679.0888214652765,0.23,0.68
1702,BY_y_cv0.23_cy0.69,766.7987611936122,0.23,0.69
1703,BY_y_cv0.23_cy0.70,867.4503117020289,0.23,0.7
1704,BY_y_cv0.24_cy0.00,53.1406667199035,0.24,0.0
1705,BY_y_cv0.24_cy0.01,53.53925868715614,0.24,0.01
1706,BY_y_cv0.24_cy0.02,53.95045067397532,0.24,0.02
1707,BY_y_cv0.24_cy0.03,54.37809184295602,0.24,0.03
1708,BY_y_cv0.24_cy0.04,54.81213343491492,0.24,0.04
1709,BY_y_cv0.24_cy0.05,55.26761174951135,0.24,0.05
1710,BY_y_cv0.24_cy0.06,55.74302022793128,0.24,0.06
1711,BY_y_cv0.24_cy0.07,56.2388506812964,0.24,0.07
1712,BY_y_cv0.24_cy0.08,56.74369969349591,0.24,0.08
1713,BY_y_cv0.24_cy0.09,57.26593402244907,0.24,0.09
1714,BY_y_cv0.24_cy0.10,57.80635646883912,0.24,0.1
1715,BY_y_cv0.24_cy0.11,58.36489313987549,0.24,0.11
1716,BY_y_cv0.24_cy0.12,58.95762485618652,0.24,0.12
1717,BY_y_cv0.24_cy0.13,59.56497506389661,0.24,0.13
1718,BY_y_cv0.24_cy0.14,60.195384198363904,0.24,0.14
1719,BY_y_cv0.24_cy0.15,60.851277471605314,0.24,0.15
1720,BY_y_cv0.24_cy0.16,61.527377345187055,0.24,0.16
1721,BY_y_cv0.24_cy0.17,62.24444563598954,0.24,0.17
1722,BY_y_cv0.24_cy0.18,62.98958832395748,0.24,0.18
1723,BY_y_cv0.24_cy0.19,63.76428228203513,0.24,0.19
1724,BY_y_cv0.24_cy0.20,64.57098195474191,0.24,0.2
1725,BY_y_cv0.24_cy0.21,65.42050080775353,0.24,0.21
1726,BY_y_cv0.24_cy0.22,66.30714520660405,0.24,0.22
1727,BY_y_cv0.24_cy0.23,67.22918766769037,0.24,0.23
1728,BY_y_cv0.24_cy0.24,68.20771080084688,0.24,0.24
1729,BY_y_cv0.24_cy0.25,69.21979478727081,0.24,0.25
1730,BY_y_cv0.24_cy0.26,70.3164216713705,0.24,0.26
1731,BY_y_cv0.24_cy0.27,71.43749610634949,0.24,0.27
1732,BY_y_cv0.24_cy0.28,72.63642606176964,0.24,0.28
1733,BY_y_cv0.24_cy0.29,73.8945779095866,0.24,0.29
1734,BY_y_cv0.24_cy0.30,75.23686810751842,0.24,0.3
1735,BY_y_cv0.24_cy0.31,76.64411711710036,0.24,0.31
1736,BY_y_cv0.24_cy0.32,78.13833741640082,0.24,0.32
1737,BY_y_cv0.24_cy0.33,79.73931213985198,0.24,0.33
1738,BY_y_cv0.24_cy0.34,81.47534146907583,0.24,0.34
1739,BY_y_cv0.24_cy0.35,83.26933879059054,0.24,0.35
1740,BY_y_cv0.24_cy0.36,85.24117058892244,0.24,0.36
1741,BY_y_cv0.24_cy0.37,87.32994372301657,0.24,0.37
1742,BY_y_cv0.24_cy0.38,89.61020755910104,0.24,0.38
1743,BY_y_cv0.24_cy0.39,92.04873270679364,0.24,0.39
1744,BY_y_cv0.24_cy0.40,94.67803524515442,0.24,0.4
1745,BY_y_cv0.24_cy0.41,97.5675011763542,0.24,0.41
1746,BY_y_cv0.24_cy0.42,100.65221319357607,0.24,0.42
1747,BY_y_cv0.24_cy0.43,104.07504715652396,0.24,0.43
1748,BY_y_cv0.24_cy0.44,107.81665641059972,0.24,0.44
1749,BY_y_cv0.24_cy0.45,111.93009024533444,0.24,0.45
1750,BY_y_cv0.24_cy0.46,116.4195728300705,0.24,0.46
1751,BY_y_cv0.24_cy0.47,121.43390031501347,0.24,0.47
1752,BY_y_cv0.24_cy0.48,126.95423006480507,0.24,0.48
1753,BY_y_cv0.24_cy0.49,133.12761832030088,0.24,0.49
1754,BY_y_cv0.24_cy0.50,139.9929671206579,0.24,0.5
1755,BY_y_cv0.24_cy0.51,147.7457312993849,0.24,0.51
1756,BY_y_cv0.24_cy0.52,156.4244473013623,0.24,0.52
1757,BY_y_cv0.24_cy0.53,166.1321716032775,0.24,0.53
1758,BY_y_cv0.24_cy0.54,177.2064544360396,0.24,0.54
1759,BY_y_cv0.24_cy0.55,189.72214514667849,0.24,0.55
1760,BY_y_cv0.24_cy0.56,203.8722682406548,0.24,0.56
1761,BY_y_cv0.24_cy0.57,220.1220224887478,0.24,0.57
1762,BY_y_cv0.24_cy0.58,238.49857926771097,0.24,0.58
1763,BY_y_cv0.24_cy0.59,259.5939169909596,0.24,0.59
1764,BY_y_cv0.24_cy0.60,283.898612446076,0.24,0.6
1765,BY_y_cv0.24_cy0.61,311.6241523933476,0.24,0.61
1766,BY_y_cv0.24_cy0.62,343.75450915769824,0.24,0.62
1767,BY_y_cv0.24_cy0.63,380.5689271280755,0.24,0.63
1768,BY_y_cv0.24_cy0.64,422.9780272413476,0.24,0.64
1769,BY_y_cv0.24_cy0.65,471.8524249757506,0.24,0.65
1770,BY_y_cv0.24_cy0.66,528.4275409954463,0.24,0.66
1771,BY_y_cv0.24_cy0.67,593.6027097484161,0.24,0.67
1772,BY_y_cv0.24_cy0.68,668.7202895199956,0.24,0.68
1773,BY_y_cv0.24_cy0.69,755.1737813471096,0.24,0.69
1774,BY_y_cv0.24_cy0.70,854.1769179489698,0.24,0.7
1775,BY_y_cv0.25_cy0.00,53.023686205344895,0.25,0.0
1776,BY_y_cv0.25_cy0.01,53.42121464929006,0.25,0.01
1777,BY_y_cv0.25_cy0.02,53.82861736316572,0.25,0.02
1778,BY_y_cv0.25_cy0.03,54.248568059858925,0.25,0.03
1779,BY_y_cv0.25_cy0.04,54.68535878929743,0.25,0.04
1780,BY_y_cv0.25_cy0.05,55.1475691309519,0.25,0.05
1781,BY_y_cv0.25_cy0.06,55.60826008736967,0.25,0.06
1782,BY_y_cv0.25_cy0.07,56.092129191943975,0.25,0.07
1783,BY_y_cv0.25_cy0.08,56.592996496073646,0.25,0.08
1784,BY_y_cv0.25_cy0.09,57.11604148742645,0.25,0.09
1785,BY_y_cv0.25_cy0.10,57.642232329209406,0.25,0.1
1786,BY_y_cv0.25_cy0.11,58.20411703240753,0.25,0.11
1787,BY_y_cv0.25_cy0.12,58.78674585823829,0.25,0.12
1788,BY_y_cv0.25_cy0.13,59.37352938330859,0.25,0.13
1789,BY_y_cv0.25_cy0.14,60.01199746540316,0.25,0.14
1790,BY_y_cv0.25_cy0.15,60.64728749316382,0.25,0.15
1791,BY_y_cv0.25_cy0.16,61.33492481339053,0.25,0.16
1792,BY_y_cv0.25_cy0.17,62.03556510511025,0.25,0.17
1793,BY_y_cv0.25_cy0.18,62.76433366961683,0.25,0.18
1794,BY_y_cv0.25_cy0.19,63.52870885735102,0.25,0.19
1795,BY_y_cv0.25_cy0.20,64.33171844155368,0.25,0.2
1796,BY_y_cv0.25_cy0.21,65.17407118550382,0.25,0.21
1797,BY_y_cv0.25_cy0.22,66.03642783786619,0.25,0.22
1798,BY_y_cv0.25_cy0.23,66.94422993899026,0.25,0.23
1799,BY_y_cv0.25_cy0.24,67.91631882263847,0.25,0.24
1800,BY_y_cv0.25_cy0.25,68.9101728759184,0.25,0.25
1801,BY_y_cv0.25_cy0.26,69.98271784926384,0.25,0.26
1802,BY_y_cv0.25_cy0.27,71.09679035779826,0.25,0.27
1803,BY_y_cv0.25_cy0.28,72.27641782579542,0.25,0.28
1804,BY_y_cv0.25_cy0.29,73.52177213740144,0.25,0.29
1805,BY_y_cv0.25_cy0.30,74.82964658481306,0.25,0.3
1806,BY_y_cv0.25_cy0.31,76.2319680808434,0.25,0.31
1807,BY_y_cv0.25_cy0.32,77.71049752657912,0.25,0.32
1808,BY_y_cv0.25_cy0.33,79.27542604479532,0.25,0.33
1809,BY_y_cv0.25_cy0.34,80.97244029695813,0.25,0.34
1810,BY_y_cv0.25_cy0.35,82.7505795156496,0.25,0.35
1811,BY_y_cv0.25_cy0.36,84.68861696434762,0.25,0.36
1812,BY_y_cv0.25_cy0.37,86.74501572299451,0.25,0.37
1813,BY_y_cv0.25_cy0.38,88.96822136269859,0.25,0.38
1814,BY_y_cv0.25_cy0.39,91.3818334111702,0.25,0.39
1815,BY_y_cv0.25_cy0.40,93.98245289896477,0.25,0.4
1816,BY_y_cv0.25_cy0.41,96.77840017314232,0.25,0.41
1817,BY_y_cv0.25_cy0.42,99.8731479744929,0.25,0.42
1818,BY_y_cv0.25_cy0.43,103.22412438722296,0.25,0.43
1819,BY_y_cv0.25_cy0.44,106.87814954720652,0.25,0.44
1820,BY_y_cv0.25_cy0.45,110.92150214332489,0.25,0.45
1821,BY_y_cv0.25_cy0.46,115.34288410092014,0.25,0.46
1822,BY_y_cv0.25_cy0.47,120.29956424906324,0.25,0.47
1823,BY_y_cv0.25_cy0.48,125.7024825649609,0.25,0.48
1824,BY_y_cv0.25_cy0.49,131.77522843652352,0.25,0.49
1825,BY_y_cv0.25_cy0.50,138.54813073664886,0.25,0.5
1826,BY_y_cv0.25_cy0.51,146.1377045104908,0.25,0.51
1827,BY_y_cv0.25_cy0.52,154.6416841428203,0.25,0.52
1828,BY_y_cv0.25_cy0.53,164.2592745182901,0.25,0.53
1829,BY_y_cv0.25_cy0.54,175.10776644514536,0.25,0.54
1830,BY_y_cv0.25_cy0.55,187.37812899181023,0.25,0.55
1831,BY_y_cv0.25_cy0.56,201.303942827884,0.25,0.56
1832,BY_y_cv0.25_cy0.57,217.32170641960963,0.25,0.57
1833,BY_y_cv0.25_cy0.58,235.4144718146903,0.25,0.58
1834,BY_y_cv0.25_cy0.59,256.19569992130283,0.25,0.59
1835,BY_y_cv0.25_cy0.60,280.03115903777353,0.25,0.6
1836,BY_y_cv0.25_cy0.61,307.289809110162,0.25,0.61
1837,BY_y_cv0.25_cy0.62,338.8418855846299,0.25,0.62
1838,BY_y_cv0.25_cy0.63,375.1124487816827,0.25,0.63
1839,BY_y_cv0.25_cy0.64,416.858834976309,0.25,0.64
1840,BY_y_cv0.25_cy0.65,465.1354837913196,0.25,0.65
1841,BY_y_cv0.25_cy0.66,520.7718726482068,0.25,0.66
1842,BY_y_cv0.25_cy0.67,584.6813910879143,0.25,0.67
1843,BY_y_cv0.25_cy0.68,658.9877340619922,0.25,0.68
1844,BY_y_cv0.25_cy0.69,743.9823895617599,0.25,0.69
1845,BY_y_cv0.25_cy0.70,841.6044428141843,0.25,0.7
1846,BY_y_cv0.26_cy0.00,52.92162628228416,0.26,0.0
1847,BY_y_cv0.26_cy0.01,53.3100386843229,0.26,0.01
1848,BY_y_cv0.26_cy0.02,53.71052445353981,0.26,0.02
1849,BY_y_cv0.26_cy0.03,54.1281346918846,0.26,0.03
1850,BY_y_cv0.26_cy0.04,54.56428329130159,0.26,0.04
1851,BY_y_cv0.26_cy0.05,55.01615726507571,0.26,0.05
1852,BY_y_cv0.26_cy0.06,55.47753076188619,0.26,0.06
1853,BY_y_cv0.26_cy0.07,55.9538733010335,0.26,0.07
1854,BY_y_cv0.26_cy0.08,56.44539394154854,0.26,0.08
1855,BY_y_cv0.26_cy0.09,56.962906480084,0.26,0.09
1856,BY_y_cv0.26_cy0.10,57.4901144505664,0.26,0.1
1857,BY_y_cv0.26_cy0.11,58.04691678913096,0.26,0.11
1858,BY_y_cv0.26_cy0.12,58.61743311651828,0.26,0.12
1859,BY_y_cv0.26_cy0.13,59.202662546801726,0.26,0.13
1860,BY_y_cv0.26_cy0.14,59.81416601871424,0.26,0.14
1861,BY_y_cv0.26_cy0.15,60.45402904191343,0.26,0.15
1862,BY_y_cv0.26_cy0.16,61.12438573300315,0.26,0.16
1863,BY_y_cv0.26_cy0.17,61.819766987815285,0.26,0.17
1864,BY_y_cv0.26_cy0.18,62.54080190859931,0.26,0.18
1865,BY_y_cv0.26_cy0.19,63.29962258609522,0.26,0.19
1866,BY_y_cv0.26_cy0.20,64.09249510801419,0.26,0.2
1867,BY_y_cv0.26_cy0.21,64.90680390514609,0.26,0.21
1868,BY_y_cv0.26_cy0.22,65.78607997290966,0.26,0.22
1869,BY_y_cv0.26_cy0.23,66.67852127988701,0.26,0.23
1870,BY_y_cv0.26_cy0.24,67.62599405111487,0.26,0.24
1871,BY_y_cv0.26_cy0.25,68.62352387240901,0.26,0.25
1872,BY_y_cv0.26_cy0.26,69.67161075248062,0.26,0.26
1873,BY_y_cv0.26_cy0.27,70.75795998264348,0.26,0.27
1874,BY_y_cv0.26_cy0.28,71.93009964165049,0.26,0.28
1875,BY_y_cv0.26_cy0.29,73.15490310982096,0.26,0.29
1876,BY_y_cv0.26_cy0.30,74.44792262955181,0.26,0.3
1877,BY_y_cv0.26_cy0.31,75.81986788979249,0.26,0.31
1878,BY_y_cv0.26_cy0.32,77.2798511711155,0.26,0.32
1879,BY_y_cv0.26_cy0.33,78.82537073424373,0.26,0.33
1880,BY_y_cv0.26_cy0.34,80.48744682091728,0.26,0.34
1881,BY_y_cv0.26_cy0.35,82.26615103681725,0.26,0.35
1882,BY_y_cv0.26_cy0.36,84.14795948271187,0.26,0.36
1883,BY_y_cv0.26_cy0.37,86.17968078692613,0.26,0.37
1884,BY_y_cv0.26_cy0.38,88.37983336423459,0.26,0.38
1885,BY_y_cv0.26_cy0.39,90.75541142978015,0.26,0.39
1886,BY_y_cv0.26_cy0.40,93.29169457894496,0.26,0.4
1887,BY_y_cv0.26_cy0.41,96.09047290586442,0.26,0.41
1888,BY_y_cv0.26_cy0.42,99.0735954323076,0.26,0.42
1889,BY_y_cv0.26_cy0.43,102.40250259620242,0.26,0.43
1890,BY_y_cv0.26_cy0.44,105.99433430123446,0.26,0.44
1891,BY_y_cv0.26_cy0.45,109.9568928954981,0.26,0.45
1892,BY_y_cv0.26_cy0.46,114.367904217433,0.26,0.46
1893,BY_y_cv0.26_cy0.47,119.17535096278752,0.26,0.47
1894,BY_y_cv0.26_cy0.48,124.53013607902194,0.26,0.48
1895,BY_y_cv0.26_cy0.49,130.5028883012792,0.26,0.49
1896,BY_y_cv0.26_cy0.50,137.16275844899303,0.26,0.5
1897,BY_y_cv0.26_cy0.51,144.59344031314927,0.26,0.51
1898,BY_y_cv0.26_cy0.52,152.96322530820635,0.26,0.52
1899,BY_y_cv0.26_cy0.53,162.4328827494388,0.26,0.53
1900,BY_y_cv0.26_cy0.54,173.11966777738417,0.26,0.54
1901,BY_y_cv0.26_cy0.55,185.18964325150685,0.26,0.55
1902,BY_y_cv0.26_cy0.56,198.909564083934,0.26,0.56
1903,BY_y_cv0.26_cy0.57,214.55119694295192,0.26,0.57
1904,BY_y_cv0.26_cy0.58,232.47919526003247,0.26,0.58
1905,BY_y_cv0.26_cy0.59,252.88784171292863,0.26,0.59
1906,BY_y_cv0.26_cy0.60,276.3542617433437,0.26,0.6
1907,BY_y_cv0.26_cy0.61,303.1898345079586,0.26,0.61
1908,BY_y_cv0.26_cy0.62,334.2973194427734,0.26,0.62
1909,BY_y_cv0.26_cy0.63,370.0937643164405,0.26,0.63
1910,BY_y_cv0.26_cy0.64,411.0847149806506,0.26,0.64
1911,BY_y_cv0.26_cy0.65,458.6060760197985,0.26,0.65
1912,BY_y_cv0.26_cy0.66,513.4781861157505,0.26,0.66
1913,BY_y_cv0.26_cy0.67,576.5910570023367,0.26,0.67
1914,BY_y_cv0.26_cy0.68,649.5094985104454,0.26,0.68
1915,BY_y_cv0.26_cy0.69,733.1971287759064,0.26,0.69
1916,BY_y_cv0.26_cy0.70,829.8768767246,0.26,0.7
1917,BY_y_cv0.27_cy0.00,52.81565322545284,0.27,0.0
1918,BY_y_cv0.27_cy0.01,53.205954775207466,0.27,0.01
1919,BY_y_cv0.27_cy0.02,53.601194840826416,0.27,0.02
1920,BY_y_cv0.27_cy0.03,54.02128575425832,0.27,0.03
1921,BY_y_cv0.27_cy0.04,54.44809746722549,0.27,0.04
1922,BY_y_cv0.27_cy0.05,54.886597153731785,0.27,0.05
1923,BY_y_cv0.27_cy0.06,55.34047211896959,0.27,0.06
1924,BY_y_cv0.27_cy0.07,55.81079191710196,0.27,0.07
1925,BY_y_cv0.27_cy0.08,56.30338252423717,0.27,0.08
1926,BY_y_cv0.27_cy0.09,56.81199828136834,0.27,0.09
1927,BY_y_cv0.27_cy0.10,57.33848854607349,0.27,0.1
1928,BY_y_cv0.27_cy0.11,57.88386114331152,0.27,0.11
1929,BY_y_cv0.27_cy0.12,58.441809534472505,0.27,0.12
1930,BY_y_cv0.27_cy0.13,59.022114373109616,0.27,0.13
1931,BY_y_cv0.27_cy0.14,59.63725623387492,0.27,0.14
1932,BY_y_cv0.27_cy0.15,60.26468515668948,0.27,0.15
1933,BY_y_cv0.27_cy0.16,60.93818116044877,0.27,0.16
1934,BY_y_cv0.27_cy0.17,61.614915423023206,0.27,0.17
1935,BY_y_cv0.27_cy0.18,62.32759452220544,0.27,0.18
1936,BY_y_cv0.27_cy0.19,63.07018503637264,0.27,0.19
1937,BY_y_cv0.27_cy0.20,63.85684387649181,0.27,0.2
1938,BY_y_cv0.27_cy0.21,64.66285871743858,0.27,0.21
1939,BY_y_cv0.27_cy0.22,65.5169390803194,0.27,0.22
1940,BY_y_cv0.27_cy0.23,66.41875522403352,0.27,0.23
1941,BY_y_cv0.27_cy0.24,67.3549417069864,0.27,0.24
1942,BY_y_cv0.27_cy0.25,68.32682902999478,0.27,0.25
1943,BY_y_cv0.27_cy0.26,69.36245050548749,0.27,0.26
1944,BY_y_cv0.27_cy0.27,70.43466557160446,0.27,0.27
1945,BY_y_cv0.27_cy0.28,71.59029304228079,0.27,0.28
1946,BY_y_cv0.27_cy0.29,72.80815434400466,0.27,0.29
1947,BY_y_cv0.27_cy0.30,74.06876298727674,0.27,0.3
1948,BY_y_cv0.27_cy0.31,75.42930281188602,0.27,0.31
1949,BY_y_cv0.27_cy0.32,76.86748439853109,0.27,0.32
1950,BY_y_cv0.27_cy0.33,78.39428261615467,0.27,0.33
1951,BY_y_cv0.27_cy0.34,80.03182025358838,0.27,0.34
1952,BY_y_cv0.27_cy0.35,81.7781361416166,0.27,0.35
1953,BY_y_cv0.27_cy0.36,83.63417968555133,0.27,0.36
1954,BY_y_cv0.27_cy0.37,85.65263279970222,0.27,0.37
1955,BY_y_cv0.27_cy0.38,87.80080511398648,0.27,0.38
1956,BY_y_cv0.27_cy0.39,90.11973293987212,0.27,0.39
1957,BY_y_cv0.27_cy0.40,92.63103559262927,0.27,0.4
1958,BY_y_cv0.27_cy0.41,95.37751229395964,0.27,0.41
1959,BY_y_cv0.27_cy0.42,98.37543626341176,0.27,0.42
1960,BY_y_cv0.27_cy0.43,101.59346945848208,0.27,0.43
1961,BY_y_cv0.27_cy0.44,105.15390823104282,0.27,0.44
1962,BY_y_cv0.27_cy0.45,109.06618472009342,0.27,0.45
1963,BY_y_cv0.27_cy0.46,113.37181403926206,0.27,0.46
1964,BY_y_cv0.27_cy0.47,118.0969800626197,0.27,0.47
1965,BY_y_cv0.27_cy0.48,123.37133489503904,0.27,0.48
1966,BY_y_cv0.27_cy0.49,129.2443906609971,0.27,0.49
1967,BY_y_cv0.27_cy0.50,135.86814346582867,0.27,0.5
1968,BY_y_cv0.27_cy0.51,143.1646533507221,0.27,0.51
1969,BY_y_cv0.27_cy0.52,151.43681481666536,0.27,0.52
1970,BY_y_cv0.27_cy0.53,160.71000511656004,0.27,0.53
1971,BY_y_cv0.27_cy0.54,171.21289354948075,0.27,0.54
1972,BY_y_cv0.27_cy0.55,183.1399401365967,0.27,0.55
1973,BY_y_cv0.27_cy0.56,196.61710672410285,0.27,0.56
1974,BY_y_cv0.27_cy0.57,212.12328569009864,0.27,0.57
1975,BY_y_cv0.27_cy0.58,229.6560570970989,0.27,0.58
1976,BY_y_cv0.27_cy0.59,249.86781314536512,0.27,0.59
1977,BY_y_cv0.27_cy0.60,272.87399393817617,0.27,0.6
1978,BY_y_cv0.27_cy0.61,299.3453483698101,0.27,0.61
1979,BY_y_cv0.27_cy0.62,329.93258897682193,0.27,0.62
1980,BY_y_cv0.27_cy0.63,365.1875410150493,0.27,0.63
1981,BY_y_cv0.27_cy0.64,405.5752309884156,0.27,0.64
1982,BY_y_cv0.27_cy0.65,452.5158267916876,0.27,0.65
1983,BY_y_cv0.27_cy0.66,506.4249018555006,0.27,0.66
1984,BY_y_cv0.27_cy0.67,568.6841012159813,0.27,0.67
1985,BY_y_cv0.27_cy0.68,640.930907905068,0.27,0.68
1986,BY_y_cv0.27_cy0.69,723.6103633469947,0.27,0.69
1987,BY_y_cv0.27_cy0.70,818.6629086726041,0.27,0.7
1988,BY_y_cv0.28_cy0.00,52.711552953386686,0.28,0.0
1989,BY_y_cv0.28_cy0.01,53.09170461757039,0.28,0.01
1990,BY_y_cv0.28_cy0.02,53.50291292380898,0.28,0.02
1991,BY_y_cv0.28_cy0.03,53.90351014140015,0.28,0.03
1992,BY_y_cv0.28_cy0.04,54.32878757327126,0.28,0.04
1993,BY_y_cv0.28_cy0.05,54.76086056138176,0.28,0.05
1994,BY_y_cv0.28_cy0.06,55.21255818695773,0.28,0.06
1995,BY_y_cv0.28_cy0.07,55.67909342224976,0.28,0.07
1996,BY_y_cv0.28_cy0.08,56.16067219371999,0.28,0.08
1997,BY_y_cv0.28_cy0.09,56.66054330290628,0.28,0.09
1998,BY_y_cv0.28_cy0.10,57.17841889831179,0.28,0.1
1999,BY_y_cv0.28_cy0.11,57.7268124119064,0.28,0.11
2000,BY_y_cv0.28_cy0.12,58.27635197796135,0.28,0.12
2001,BY_y_cv0.28_cy0.13,58.860233958523175,0.28,0.13
2002,BY_y_cv0.28_cy0.14,59.457979746235296,0.28,0.14
2003,BY_y_cv0.28_cy0.15,60.09791544223136,0.28,0.15
2004,BY_y_cv0.28_cy0.16,60.744231540106746,0.28,0.16
2005,BY_y_cv0.28_cy0.17,61.42469874180989,0.28,0.17
2006,BY_y_cv0.28_cy0.18,62.13520031681237,0.28,0.18
2007,BY_y_cv0.28_cy0.19,62.86429599815256,0.28,0.19
2008,BY_y_cv0.28_cy0.20,63.627776459704926,0.28,0.2
2009,BY_y_cv0.28_cy0.21,64.4358276840105,0.28,0.21
2010,BY_y_cv0.28_cy0.22,65.27561518745063,0.28,0.22
2011,BY_y_cv0.28_cy0.23,66.15447933982014,0.28,0.23
2012,BY_y_cv0.28_cy0.24,67.0789577046162,0.28,0.24
2013,BY_y_cv0.28_cy0.25,68.05607125203224,0.28,0.25
2014,BY_y_cv0.28_cy0.26,69.05706592509907,0.28,0.26
2015,BY_y_cv0.28_cy0.27,70.1335586621659,0.28,0.27
2016,BY_y_cv0.28_cy0.28,71.26006757424949,0.28,0.28
2017,BY_y_cv0.28_cy0.29,72.4493043249835,0.28,0.29
2018,BY_y_cv0.28_cy0.30,73.7178238665987,0.28,0.3
2019,BY_y_cv0.28_cy0.31,75.06641544542653,0.28,0.31
2020,BY_y_cv0.28_cy0.32,76.474370030108,0.28,0.32
2021,BY_y_cv0.28_cy0.33,77.9742495652603,0.28,0.33
2022,BY_y_cv0.28_cy0.34,79.58388093224458,0.28,0.34
2023,BY_y_cv0.28_cy0.35,81.31164567103296,0.28,0.35
2024,BY_y_cv0.28_cy0.36,83.15672190493896,0.28,0.36
2025,BY_y_cv0.28_cy0.37,85.11147719238323,0.28,0.37
2026,BY_y_cv0.28_cy0.38,87.24131701076624,0.28,0.38
2027,BY_y_cv0.28_cy0.39,89.54296571757732,0.28,0.39
2028,BY_y_cv0.28_cy0.40,92.02478728145545,0.28,0.4
2029,BY_y_cv0.28_cy0.41,94.73929762773334,0.28,0.41
2030,BY_y_cv0.28_cy0.42,97.63691588535022,0.28,0.42
