,combination,extinction_size,wv,wy
2586,BY_y_cv0.36_cy0.30,71.24406864172144,0.36,0.3
2587,BY_y_cv0.36_cy0.31,72.46215515133191,0.36,0.31
2588,BY_y_cv0.36_cy0.32,73.72787037248763,0.36,0.32
2589,BY_y_cv0.36_cy0.33,75.11702101543978,0.36,0.33
2590,BY_y_cv0.36_cy0.34,76.55507957018182,0.36,0.34
2591,BY_y_cv0.36_cy0.35,78.1437269273456,0.36,0.35
2592,BY_y_cv0.36_cy0.36,79.78879931773537,0.36,0.36
2593,BY_y_cv0.36_cy0.37,81.57567382605485,0.36,0.37
2594,BY_y_cv0.36_cy0.38,83.50175586304596,0.36,0.38
2595,BY_y_cv0.36_cy0.39,85.5843127643997,0.36,0.39
2596,BY_y_cv0.36_cy0.40,87.82861452698765,0.36,0.4
2597,BY_y_cv0.36_cy0.41,90.27679504373228,0.36,0.41
2598,BY_y_cv0.36_cy0.42,92.94014375427778,0.36,0.42
2599,BY_y_cv0.36_cy0.43,95.8442733658374,0.36,0.43
2600,BY_y_cv0.36_cy0.44,99.01885469707742,0.36,0.44
2601,BY_y_cv0.36_cy0.45,102.4987515099758,0.36,0.45
2602,BY_y_cv0.36_cy0.46,106.3251831495909,0.36,0.46
2603,BY_y_cv0.36_cy0.47,110.57523490222138,0.36,0.47
2604,BY_y_cv0.36_cy0.48,115.31446903393592,0.36,0.48
2605,BY_y_cv0.36_cy0.49,120.51436605802846,0.36,0.49
2606,BY_y_cv0.36_cy0.50,126.44781718307898,0.36,0.5
2607,BY_y_cv0.36_cy0.51,133.00373757962407,0.36,0.51
2608,BY_y_cv0.36_cy0.52,140.3602530125756,0.36,0.52
2609,BY_y_cv0.36_cy0.53,148.66200407840003,0.36,0.53
2610,BY_y_cv0.36_cy0.54,158.05273669234012,0.36,0.54
2611,BY_y_cv0.36_cy0.55,168.79707409435633,0.36,0.55
2612,BY_y_cv0.36_cy0.56,180.8701917908044,0.36,0.56
2613,BY_y_cv0.36_cy0.57,194.7002379611828,0.36,0.57
2614,BY_y_cv0.36_cy0.58,210.41014483239215,0.36,0.58
2615,BY_y_cv0.36_cy0.59,228.67881930721032,0.36,0.59
2616,BY_y_cv0.36_cy0.60,249.40536072939975,0.36,0.6
2617,BY_y_cv0.36_cy0.61,273.21590195073026,0.36,0.61
2618,BY_y_cv0.36_cy0.62,300.64951599517224,0.36,0.62
2619,BY_y_cv0.36_cy0.63,332.4117587889452,0.36,0.63
2620,BY_y_cv0.36_cy0.64,369.0734928375067,0.36,0.64
2621,BY_y_cv0.36_cy0.65,411.2121840557613,0.36,0.65
2622,BY_y_cv0.36_cy0.66,460.03696187669976,0.36,0.66
2623,BY_y_cv0.36_cy0.67,516.6726854914754,0.36,0.67
2624,BY_y_cv0.36_cy0.68,581.7841231453506,0.36,0.68
2625,BY_y_cv0.36_cy0.69,656.7750603759415,0.36,0.69
2626,BY_y_cv0.36_cy0.70,744.1374692351108,0.36,0.7
2627,BY_y_cv0.37_cy0.00,51.88177335725869,0.37,0.0
2628,BY_y_cv0.37_cy0.01,52.22026353526254,0.37,0.01
2629,BY_y_cv0.37_cy0.02,52.587751504323386,0.37,0.02
2630,BY_y_cv0.37_cy0.03,52.96984451369136,0.37,0.03
2631,BY_y_cv0.37_cy0.04,53.355292095388734,0.37,0.04
2632,BY_y_cv0.37_cy0.05,53.752052406426266,0.37,0.05
2633,BY_y_cv0.37_cy0.06,54.17811933800332,0.37,0.06
2634,BY_y_cv0.37_cy0.07,54.604205541998816,0.37,0.07
2635,BY_y_cv0.37_cy0.08,55.055466769539095,0.37,0.08
2636,BY_y_cv0.37_cy0.09,55.50722437013647,0.37,0.09
2637,BY_y_cv0.37_cy0.10,55.9832987972608,0.37,0.1
2638,BY_y_cv0.37_cy0.11,56.474892802021714,0.37,0.11
2639,BY_y_cv0.37_cy0.12,56.97897415491989,0.37,0.12
2640,BY_y_cv0.37_cy0.13,57.50902601121778,0.37,0.13
2641,BY_y_cv0.37_cy0.14,58.06478322832081,0.37,0.14
2642,BY_y_cv0.37_cy0.15,58.62871660114252,0.37,0.15
2643,BY_y_cv0.37_cy0.16,59.23470498147963,0.37,0.16
2644,BY_y_cv0.37_cy0.17,59.84224556280678,0.37,0.17
2645,BY_y_cv0.37_cy0.18,60.49087908823949,0.37,0.18
2646,BY_y_cv0.37_cy0.19,61.16381586898388,0.37,0.19
2647,BY_y_cv0.37_cy0.20,61.86582398304819,0.37,0.2
2648,BY_y_cv0.37_cy0.21,62.60232359397616,0.37,0.21
2649,BY_y_cv0.37_cy0.22,63.349233216784526,0.37,0.22
2650,BY_y_cv0.37_cy0.23,64.13775926817635,0.37,0.23
2651,BY_y_cv0.37_cy0.24,64.99107114429845,0.37,0.24
2652,BY_y_cv0.37_cy0.25,65.88049995913934,0.37,0.25
2653,BY_y_cv0.37_cy0.26,66.78561397571376,0.37,0.26
2654,BY_y_cv0.37_cy0.27,67.76215256412253,0.37,0.27
2655,BY_y_cv0.37_cy0.28,68.7624925057691,0.37,0.28
2656,BY_y_cv0.37_cy0.29,69.84994692768524,0.37,0.29
2657,BY_y_cv0.37_cy0.30,70.97272747511508,0.37,0.3
2658,BY_y_cv0.37_cy0.31,72.17731933359318,0.37,0.31
2659,BY_y_cv0.37_cy0.32,73.44636569291617,0.37,0.32
2660,BY_y_cv0.37_cy0.33,74.80233431939087,0.37,0.33
2661,BY_y_cv0.37_cy0.34,76.24553608927253,0.37,0.34
2662,BY_y_cv0.37_cy0.35,77.7830496407858,0.37,0.35
2663,BY_y_cv0.37_cy0.36,79.42649242844308,0.37,0.36
2664,BY_y_cv0.37_cy0.37,81.21744352321804,0.37,0.37
2665,BY_y_cv0.37_cy0.38,83.10365253770999,0.37,0.38
2666,BY_y_cv0.37_cy0.39,85.16313341076786,0.37,0.39
2667,BY_y_cv0.37_cy0.40,87.42202866880126,0.37,0.4
2668,BY_y_cv0.37_cy0.41,89.81638952975973,0.37,0.41
2669,BY_y_cv0.37_cy0.42,92.43757973049944,0.37,0.42
2670,BY_y_cv0.37_cy0.43,95.3220654288096,0.37,0.43
2671,BY_y_cv0.37_cy0.44,98.44622035814048,0.37,0.44
2672,BY_y_cv0.37_cy0.45,101.90828819386716,0.37,0.45
2673,BY_y_cv0.37_cy0.46,105.70843943701183,0.37,0.46
2674,BY_y_cv0.37_cy0.47,109.9117073394942,0.37,0.47
2675,BY_y_cv0.37_cy0.48,114.61317062966884,0.37,0.48
2676,BY_y_cv0.37_cy0.49,119.82335143151106,0.37,0.49
2677,BY_y_cv0.37_cy0.50,125.5555247263834,0.37,0.5
2678,BY_y_cv0.37_cy0.51,132.0831800136737,0.37,0.51
2679,BY_y_cv0.37_cy0.52,139.43888714679852,0.37,0.52
2680,BY_y_cv0.37_cy0.53,147.6318232211204,0.37,0.53
2681,BY_y_cv0.37_cy0.54,156.94419316124606,0.37,0.54
2682,BY_y_cv0.37_cy0.55,167.53616624274332,0.37,0.55
2683,BY_y_cv0.37_cy0.56,179.54994902180627,0.37,0.56
2684,BY_y_cv0.37_cy0.57,193.2182715661004,0.37,0.57
2685,BY_y_cv0.37_cy0.58,208.85964488743616,0.37,0.58
2686,BY_y_cv0.37_cy0.59,226.8485114750078,0.37,0.59
2687,BY_y_cv0.37_cy0.60,247.4115373639033,0.37,0.6
2688,BY_y_cv0.37_cy0.61,271.0382325706877,0.37,0.61
2689,BY_y_cv0.37_cy0.62,298.3134966968184,0.37,0.62
2690,BY_y_cv0.37_cy0.63,329.7711912887999,0.37,0.63
2691,BY_y_cv0.37_cy0.64,366.1654554852509,0.37,0.64
2692,BY_y_cv0.37_cy0.65,407.7439173725229,0.37,0.65
2693,BY_y_cv0.37_cy0.66,456.1075520507963,0.37,0.66
2694,BY_y_cv0.37_cy0.67,512.1858070015194,0.37,0.67
2695,BY_y_cv0.37_cy0.68,576.7456150198257,0.37,0.68
2696,BY_y_cv0.37_cy0.69,651.4769522394611,0.37,0.69
2697,BY_y_cv0.37_cy0.70,737.6386880695815,0.37,0.7
2698,BY_y_cv0.38_cy0.00,51.78858370764138,0.38,0.0
2699,BY_y_cv0.38_cy0.01,52.144053899138456,0.38,0.01
2700,BY_y_cv0.38_cy0.02,52.49520087230376,0.38,0.02
2701,BY_y_cv0.38_cy0.03,52.8717308875608,0.38,0.03
2702,BY_y_cv0.38_cy0.04,53.259489972685344,0.38,0.04
2703,BY_y_cv0.38_cy0.05,53.65881609821773,0.38,0.05
2704,BY_y_cv0.38_cy0.06,54.06403617370305,0.38,0.06
2705,BY_y_cv0.38_cy0.07,54.50045258907959,0.38,0.07
2706,BY_y_cv0.38_cy0.08,54.93562475685958,0.38,0.08
2707,BY_y_cv0.38_cy0.09,55.39766536043263,0.38,0.09
2708,BY_y_cv0.38_cy0.10,55.87127098464481,0.38,0.1
2709,BY_y_cv0.38_cy0.11,56.34799361126734,0.38,0.11
2710,BY_y_cv0.38_cy0.12,56.86024423432718,0.38,0.12
2711,BY_y_cv0.38_cy0.13,57.386069278835386,0.38,0.13
2712,BY_y_cv0.38_cy0.14,57.92427314892957,0.38,0.14
2713,BY_y_cv0.38_cy0.15,58.48028650120815,0.38,0.15
2714,BY_y_cv0.38_cy0.16,59.08776708931982,0.38,0.16
2715,BY_y_cv0.38_cy0.17,59.68722847633272,0.38,0.17
2716,BY_y_cv0.38_cy0.18,60.33452528172748,0.38,0.18
2717,BY_y_cv0.38_cy0.19,61.00455636993575,0.38,0.19
2718,BY_y_cv0.38_cy0.20,61.70039816045211,0.38,0.2
2719,BY_y_cv0.38_cy0.21,62.405622445259,0.38,0.21
2720,BY_y_cv0.38_cy0.22,63.15873636413617,0.38,0.22
2721,BY_y_cv0.38_cy0.23,63.9512324255722,0.38,0.23
2722,BY_y_cv0.38_cy0.24,64.79760793263557,0.38,0.24
2723,BY_y_cv0.38_cy0.25,65.65977723676005,0.38,0.25
2724,BY_y_cv0.38_cy0.26,66.56318296140198,0.38,0.26
2725,BY_y_cv0.38_cy0.27,67.51992803313115,0.38,0.27
2726,BY_y_cv0.38_cy0.28,68.53780842336802,0.38,0.28
2727,BY_y_cv0.38_cy0.29,69.59521141935986,0.38,0.29
2728,BY_y_cv0.38_cy0.30,70.71341387931243,0.38,0.3
2729,BY_y_cv0.38_cy0.31,71.90835921691287,0.38,0.31
2730,BY_y_cv0.38_cy0.32,73.15139083806099,0.38,0.32
2731,BY_y_cv0.38_cy0.33,74.50264450046271,0.38,0.33
2732,BY_y_cv0.38_cy0.34,75.94433296451078,0.38,0.34
2733,BY_y_cv0.38_cy0.35,77.47264482620814,0.38,0.35
2734,BY_y_cv0.38_cy0.36,79.08944298016085,0.38,0.36
2735,BY_y_cv0.38_cy0.37,80.84111756438487,0.38,0.37
2736,BY_y_cv0.38_cy0.38,82.73560438973983,0.38,0.38
2737,BY_y_cv0.38_cy0.39,84.78743414866221,0.38,0.39
2738,BY_y_cv0.38_cy0.40,86.98824587775144,0.38,0.4
2739,BY_y_cv0.38_cy0.41,89.37409739954819,0.38,0.41
2740,BY_y_cv0.38_cy0.42,91.97873847835363,0.38,0.42
2741,BY_y_cv0.38_cy0.43,94.80934404414548,0.38,0.43
2742,BY_y_cv0.38_cy0.44,97.94813116991408,0.38,0.44
2743,BY_y_cv0.38_cy0.45,101.3725666595154,0.38,0.45
2744,BY_y_cv0.38_cy0.46,105.12522072696538,0.38,0.46
2745,BY_y_cv0.38_cy0.47,109.25880626673424,0.38,0.47
2746,BY_y_cv0.38_cy0.48,113.92258624278492,0.38,0.48
2747,BY_y_cv0.38_cy0.49,119.0894801401966,0.38,0.49
2748,BY_y_cv0.38_cy0.50,124.83372050517735,0.38,0.5
2749,BY_y_cv0.38_cy0.51,131.29611408960557,0.38,0.51
2750,BY_y_cv0.38_cy0.52,138.56202512436812,0.38,0.52
2751,BY_y_cv0.38_cy0.53,146.66570792995046,0.38,0.53
2752,BY_y_cv0.38_cy0.54,155.9471335597217,0.38,0.54
2753,BY_y_cv0.38_cy0.55,166.38196485405334,0.38,0.55
2754,BY_y_cv0.38_cy0.56,178.26964771332206,0.38,0.56
2755,BY_y_cv0.38_cy0.57,191.82501417099996,0.38,0.57
2756,BY_y_cv0.38_cy0.58,207.39131549433628,0.38,0.58
2757,BY_y_cv0.38_cy0.59,225.09797784149305,0.38,0.59
2758,BY_y_cv0.38_cy0.60,245.56594075512407,0.38,0.6
2759,BY_y_cv0.38_cy0.61,269.16742564322146,0.38,0.61
2760,BY_y_cv0.38_cy0.62,296.0865615316713,0.38,0.62
2761,BY_y_cv0.38_cy0.63,327.15159059088734,0.38,0.63
2762,BY_y_cv0.38_cy0.64,363.26729699515647,0.38,0.64
2763,BY_y_cv0.38_cy0.65,404.5393112109184,0.38,0.65
2764,BY_y_cv0.38_cy0.66,452.78638851293584,0.38,0.66
2765,BY_y_cv0.38_cy0.67,508.0771469398314,0.38,0.67
2766,BY_y_cv0.38_cy0.68,572.2621449974795,0.38,0.68
2767,BY_y_cv0.38_cy0.69,646.542357108554,0.38,0.69
2768,BY_y_cv0.38_cy0.70,731.8840137278986,0.38,0.7
2769,BY_y_cv0.39_cy0.00,51.70822013631096,0.39,0.0
2770,BY_y_cv0.39_cy0.01,52.04966046162171,0.39,0.01
2771,BY_y_cv0.39_cy0.02,52.41811942968162,0.39,0.02
2772,BY_y_cv0.39_cy0.03,52.781545204648864,0.39,0.03
2773,BY_y_cv0.39_cy0.04,53.16810710901937,0.39,0.04
2774,BY_y_cv0.39_cy0.05,53.5565675162492,0.39,0.05
2775,BY_y_cv0.39_cy0.06,53.961713573292215,0.39,0.06
2776,BY_y_cv0.39_cy0.07,54.39123482678898,0.39,0.07
2777,BY_y_cv0.39_cy0.08,54.825008914264615,0.39,0.08
2778,BY_y_cv0.39_cy0.09,55.27551538187255,0.39,0.09
2779,BY_y_cv0.39_cy0.10,55.75555704838098,0.39,0.1
2780,BY_y_cv0.39_cy0.11,56.231452569877725,0.39,0.11
2781,BY_y_cv0.39_cy0.12,56.7267267308971,0.39,0.12
2782,BY_y_cv0.39_cy0.13,57.25126722879504,0.39,0.13
2783,BY_y_cv0.39_cy0.14,57.79815299236071,0.39,0.14
2784,BY_y_cv0.39_cy0.15,58.34735018512457,0.39,0.15
2785,BY_y_cv0.39_cy0.16,58.932692695350674,0.39,0.16
2786,BY_y_cv0.39_cy0.17,59.53430463361201,0.39,0.17
2787,BY_y_cv0.39_cy0.18,60.16918414296888,0.39,0.18
2788,BY_y_cv0.39_cy0.19,60.84745314410248,0.39,0.19
2789,BY_y_cv0.39_cy0.20,61.529721993185554,0.39,0.2
2790,BY_y_cv0.39_cy0.21,62.24977464762217,0.39,0.21
2791,BY_y_cv0.39_cy0.22,62.98668855736832,0.39,0.22
2792,BY_y_cv0.39_cy0.23,63.75187786692805,0.39,0.23
2793,BY_y_cv0.39_cy0.24,64.59962622826008,0.39,0.24
2794,BY_y_cv0.39_cy0.25,65.45699657340593,0.39,0.25
2795,BY_y_cv0.39_cy0.26,66.35539234174577,0.39,0.26
2796,BY_y_cv0.39_cy0.27,67.30732103247938,0.39,0.27
2797,BY_y_cv0.39_cy0.28,68.30965237432538,0.39,0.28
2798,BY_y_cv0.39_cy0.29,69.3406355433812,0.39,0.29
2799,BY_y_cv0.39_cy0.30,70.46191954973057,0.39,0.3
2800,BY_y_cv0.39_cy0.31,71.62875260054955,0.39,0.31
2801,BY_y_cv0.39_cy0.32,72.87908760681422,0.39,0.32
2802,BY_y_cv0.39_cy0.33,74.23209444433543,0.39,0.33
2803,BY_y_cv0.39_cy0.34,75.63325360417585,0.39,0.34
2804,BY_y_cv0.39_cy0.35,77.14268298941043,0.39,0.35
2805,BY_y_cv0.39_cy0.36,78.7553978283724,0.39,0.36
2806,BY_y_cv0.39_cy0.37,80.50766475201817,0.39,0.37
2807,BY_y_cv0.39_cy0.38,82.39713381084148,0.39,0.38
2808,BY_y_cv0.39_cy0.39,84.39017648440641,0.39,0.39
2809,BY_y_cv0.39_cy0.40,86.5857698382728,0.39,0.4
2810,BY_y_cv0.39_cy0.41,88.94112582983617,0.39,0.41
2811,BY_y_cv0.39_cy0.42,91.5414044650528,0.39,0.42
2812,BY_y_cv0.39_cy0.43,94.34325125786366,0.39,0.43
2813,BY_y_cv0.39_cy0.44,97.44951404519924,0.39,0.44
2814,BY_y_cv0.39_cy0.45,100.81815884250992,0.39,0.45
2815,BY_y_cv0.39_cy0.46,104.54492474943436,0.39,0.46
2816,BY_y_cv0.39_cy0.47,108.6942098016423,0.39,0.47
2817,BY_y_cv0.39_cy0.48,113.29301708308924,0.39,0.48
2818,BY_y_cv0.39_cy0.49,118.35909188424591,0.39,0.49
2819,BY_y_cv0.39_cy0.50,124.09187584459036,0.39,0.5
2820,BY_y_cv0.39_cy0.51,130.44899743986355,0.39,0.51
2821,BY_y_cv0.39_cy0.52,137.64651463038828,0.39,0.52
2822,BY_y_cv0.39_cy0.53,145.7096561983808,0.39,0.53
2823,BY_y_cv0.39_cy0.54,154.91298664052468,0.39,0.54
2824,BY_y_cv0.39_cy0.55,165.26908531399076,0.39,0.55
2825,BY_y_cv0.39_cy0.56,177.10236890745708,0.39,0.56
2826,BY_y_cv0.39_cy0.57,190.56598343473271,0.39,0.57
2827,BY_y_cv0.39_cy0.58,205.92449833521405,0.39,0.58
2828,BY_y_cv0.39_cy0.59,223.56077065662888,0.39,0.59
2829,BY_y_cv0.39_cy0.60,243.86843728607528,0.39,0.6
2830,BY_y_cv0.39_cy0.61,267.1441357719005,0.39,0.61
2831,BY_y_cv0.39_cy0.62,293.9704642198302,0.39,0.62
2832,BY_y_cv0.39_cy0.63,324.74002471933056,0.39,0.63
2833,BY_y_cv0.39_cy0.64,360.4373115443359,0.39,0.64
2834,BY_y_cv0.39_cy0.65,401.8189524782466,0.39,0.65
2835,BY_y_cv0.39_cy0.66,449.4502503259855,0.39,0.66
2836,BY_y_cv0.39_cy0.67,504.43281858872416,0.39,0.67
2837,BY_y_cv0.39_cy0.68,568.4473109876373,0.39,0.68
2838,BY_y_cv0.39_cy0.69,641.8474310322893,0.39,0.69
2839,BY_y_cv0.39_cy0.70,726.5300290764422,0.39,0.7
2840,BY_y_cv0.40_cy0.00,51.63131492704797,0.4,0.0
2841,BY_y_cv0.40_cy0.01,51.96785039132628,0.4,0.01
2842,BY_y_cv0.40_cy0.02,52.3226264337227,0.4,0.02
2843,BY_y_cv0.40_cy0.03,52.69278075427029,0.4,0.03
2844,BY_y_cv0.40_cy0.04,53.071827805859904,0.4,0.04
2845,BY_y_cv0.40_cy0.05,53.470938349843536,0.4,0.05
2846,BY_y_cv0.40_cy0.06,53.87280341895876,0.4,0.06
2847,BY_y_cv0.40_cy0.07,54.29946695674189,0.4,0.07
2848,BY_y_cv0.40_cy0.08,54.72331538708841,0.4,0.08
2849,BY_y_cv0.40_cy0.09,55.16577799351908,0.4,0.09
2850,BY_y_cv0.40_cy0.10,55.64289347747636,0.4,0.1
2851,BY_y_cv0.40_cy0.11,56.108774809499856,0.4,0.11
2852,BY_y_cv0.40_cy0.12,56.6117670400232,0.4,0.12
2853,BY_y_cv0.40_cy0.13,57.128557748064125,0.4,0.13
2854,BY_y_cv0.40_cy0.14,57.6706691196263,0.4,0.14
2855,BY_y_cv0.40_cy0.15,58.22015786264911,0.4,0.15
2856,BY_y_cv0.40_cy0.16,58.80605811414826,0.4,0.16
2857,BY_y_cv0.40_cy0.17,59.40548734424228,0.4,0.17
2858,BY_y_cv0.40_cy0.18,60.01589241606089,0.4,0.18
2859,BY_y_cv0.40_cy0.19,60.67907930233834,0.4,0.19
2860,BY_y_cv0.40_cy0.20,61.37166362825066,0.4,0.2
2861,BY_y_cv0.40_cy0.21,62.06590819740305,0.4,0.21
2862,BY_y_cv0.40_cy0.22,62.80462502410683,0.4,0.22
2863,BY_y_cv0.40_cy0.23,63.5824927978345,0.4,0.23
2864,BY_y_cv0.40_cy0.24,64.41436557802537,0.4,0.24
2865,BY_y_cv0.40_cy0.25,65.25723460150859,0.4,0.25
2866,BY_y_cv0.40_cy0.26,66.14066180356696,0.4,0.26
2867,BY_y_cv0.40_cy0.27,67.08434638237503,0.4,0.27
2868,BY_y_cv0.40_cy0.28,68.0686097672864,0.4,0.28
2869,BY_y_cv0.40_cy0.29,69.13030701298467,0.4,0.29
2870,BY_y_cv0.40_cy0.30,70.21237824310757,0.4,0.3
2871,BY_y_cv0.40_cy0.31,71.38146067449871,0.4,0.31
2872,BY_y_cv0.40_cy0.32,72.61320631721337,0.4,0.32
2873,BY_y_cv0.40_cy0.33,73.92826989816278,0.4,0.33
2874,BY_y_cv0.40_cy0.34,75.34426384696891,0.4,0.34
2875,BY_y_cv0.40_cy0.35,76.83571726955799,0.4,0.35
2876,BY_y_cv0.40_cy0.36,78.44220729195658,0.4,0.36
2877,BY_y_cv0.40_cy0.37,80.16903696330864,0.4,0.37
2878,BY_y_cv0.40_cy0.38,82.0321818131679,0.4,0.38
2879,BY_y_cv0.40_cy0.39,84.0408670652987,0.4,0.39
2880,BY_y_cv0.40_cy0.40,86.18420835672677,0.4,0.4
2881,BY_y_cv0.40_cy0.41,88.53085840150362,0.4,0.41
2882,BY_y_cv0.40_cy0.42,91.1070451316948,0.4,0.42
2883,BY_y_cv0.40_cy0.43,93.8719070936966,0.4,0.43
2884,BY_y_cv0.40_cy0.44,96.93161745977068,0.4,0.44
2885,BY_y_cv0.40_cy0.45,100.30125814677322,0.4,0.45
2886,BY_y_cv0.40_cy0.46,104.0417538073976,0.4,0.46
2887,BY_y_cv0.40_cy0.47,108.10076524381368,0.4,0.47
2888,BY_y_cv0.40_cy0.48,112.66427369710216,0.4,0.48
2889,BY_y_cv0.40_cy0.49,117.72800564482716,0.4,0.49
2890,BY_y_cv0.40_cy0.50,123.37505831138188,0.4,0.5
2891,BY_y_cv0.40_cy0.51,129.7684419132103,0.4,0.51
2892,BY_y_cv0.40_cy0.52,136.82977279476674,0.4,0.52
2893,BY_y_cv0.40_cy0.53,144.84251326839197,0.4,0.53
2894,BY_y_cv0.40_cy0.54,153.9721362426073,0.4,0.54
2895,BY_y_cv0.40_cy0.55,164.2975128604465,0.4,0.55
2896,BY_y_cv0.40_cy0.56,175.94902637797898,0.4,0.56
2897,BY_y_cv0.40_cy0.57,189.38165709176377,0.4,0.57
2898,BY_y_cv0.40_cy0.58,204.57650735133925,0.4,0.58
2899,BY_y_cv0.40_cy0.59,222.2131515544401,0.4,0.59
2900,BY_y_cv0.40_cy0.60,242.2034061387154,0.4,0.6
2901,BY_y_cv0.40_cy0.61,265.30650066148735,0.4,0.61
2902,BY_y_cv0.40_cy0.62,291.9836163021565,0.4,0.62
2903,BY_y_cv0.40_cy0.63,322.55839261685526,0.4,0.63
2904,BY_y_cv0.40_cy0.64,357.9265404996033,0.4,0.64
2905,BY_y_cv0.40_cy0.65,398.9230982796573,0.4,0.65
2906,BY_y_cv0.40_cy0.66,446.152850078882,0.4,0.66
2907,BY_y_cv0.40_cy0.67,500.8685035388583,0.4,0.67
2908,BY_y_cv0.40_cy0.68,564.4932702854145,0.4,0.68
2909,BY_y_cv0.40_cy0.69,637.5256453894149,0.4,0.69
2910,BY_y_cv0.40_cy0.70,721.3790342005567,0.4,0.7
2911,BY_y_cv0.41_cy0.00,51.54223313650037,0.41,0.0
2912,BY_y_cv0.41_cy0.01,51.88769212524021,0.41,0.01
2913,BY_y_cv0.41_cy0.02,52.24916197925395,0.41,0.02
2914,BY_y_cv0.41_cy0.03,52.60250274718074,0.41,0.03
2915,BY_y_cv0.41_cy0.04,52.99044583567011,0.41,0.04
2916,BY_y_cv0.41_cy0.05,53.37045194658186,0.41,0.05
2917,BY_y_cv0.41_cy0.06,53.76846581970732,0.41,0.06
2918,BY_y_cv0.41_cy0.07,54.19054328657676,0.41,0.07
2919,BY_y_cv0.41_cy0.08,54.61953054296229,0.41,0.08
2920,BY_y_cv0.41_cy0.09,55.07048546299776,0.41,0.09
2921,BY_y_cv0.41_cy0.10,55.52102910669092,0.41,0.1
2922,BY_y_cv0.41_cy0.11,56.00698734924772,0.41,0.11
2923,BY_y_cv0.41_cy0.12,56.4867038340717,0.41,0.12
2924,BY_y_cv0.41_cy0.13,56.998390823600495,0.41,0.13
2925,BY_y_cv0.41_cy0.14,57.53524395089298,0.41,0.14
2926,BY_y_cv0.41_cy0.15,58.08949631445903,0.41,0.15
2927,BY_y_cv0.41_cy0.16,58.6624056163586,0.41,0.16
2928,BY_y_cv0.41_cy0.17,59.25543376692495,0.41,0.17
2929,BY_y_cv0.41_cy0.18,59.88669978798626,0.41,0.18
2930,BY_y_cv0.41_cy0.19,60.53739384661567,0.41,0.19
2931,BY_y_cv0.41_cy0.20,61.20830034818737,0.41,0.2
2932,BY_y_cv0.41_cy0.21,61.913402188327936,0.41,0.21
2933,BY_y_cv0.41_cy0.22,62.646433131763125,0.41,0.22
2934,BY_y_cv0.41_cy0.23,63.39858667823119,0.41,0.23
2935,BY_y_cv0.41_cy0.24,64.22426635083266,0.41,0.24
2936,BY_y_cv0.41_cy0.25,65.08021258066529,0.41,0.25
2937,BY_y_cv0.41_cy0.26,65.95573719079239,0.41,0.26
2938,BY_y_cv0.41_cy0.27,66.86982086839379,0.41,0.27
2939,BY_y_cv0.41_cy0.28,67.86415021971206,0.41,0.28
2940,BY_y_cv0.41_cy0.29,68.8843230848599,0.41,0.29
2941,BY_y_cv0.41_cy0.30,69.99746459085074,0.41,0.3
2942,BY_y_cv0.41_cy0.31,71.13875882619449,0.41,0.31
2943,BY_y_cv0.41_cy0.32,72.3658919984988,0.41,0.32
2944,BY_y_cv0.41_cy0.33,73.67288345201541,0.41,0.33
2945,BY_y_cv0.41_cy0.34,75.06033155210153,0.41,0.34
2946,BY_y_cv0.41_cy0.35,76.55675882934449,0.41,0.35
2947,BY_y_cv0.41_cy0.36,78.15493933613597,0.41,0.36
2948,BY_y_cv0.41_cy0.37,79.84074057952003,0.41,0.37
2949,BY_y_cv0.41_cy0.38,81.68131961328874,0.41,0.38
2950,BY_y_cv0.41_cy0.39,83.65713634235726,0.41,0.39
2951,BY_y_cv0.41_cy0.40,85.80382755362115,0.41,0.4
2952,BY_y_cv0.41_cy0.41,88.14815718971315,0.41,0.41
2953,BY_y_cv0.41_cy0.42,90.6953676749852,0.41,0.42
2954,BY_y_cv0.41_cy0.43,93.4286772554624,0.41,0.43
2955,BY_y_cv0.41_cy0.44,96.47301843229852,0.41,0.44
2956,BY_y_cv0.41_cy0.45,99.80238817929258,0.41,0.45
2957,BY_y_cv0.41_cy0.46,103.52529730624612,0.41,0.46
2958,BY_y_cv0.41_cy0.47,107.5862394499074,0.41,0.47
2959,BY_y_cv0.41_cy0.48,112.0481120145858,0.41,0.48
2960,BY_y_cv0.41_cy0.49,117.1311254182783,0.41,0.49
2961,BY_y_cv0.41_cy0.50,122.67588090817571,0.41,0.5
2962,BY_y_cv0.41_cy0.51,129.00184907180994,0.41,0.51
2963,BY_y_cv0.41_cy0.52,136.07344936556007,0.41,0.52
2964,BY_y_cv0.41_cy0.53,143.99910703130556,0.41,0.53
2965,BY_y_cv0.41_cy0.54,153.0621620248063,0.41,0.54
2966,BY_y_cv0.41_cy0.55,163.3520885234177,0.41,0.55
2967,BY_y_cv0.41_cy0.56,174.9651454137467,0.41,0.56
2968,BY_y_cv0.41_cy0.57,188.24458260739087,0.41,0.57
2969,BY_y_cv0.41_cy0.58,203.46337356074383,0.41,0.58
2970,BY_y_cv0.41_cy0.59,220.76729193438007,0.41,0.59
2971,BY_y_cv0.41_cy0.60,240.7033774445883,0.41,0.6
2972,BY_y_cv0.41_cy0.61,263.62931383988115,0.41,0.61
2973,BY_y_cv0.41_cy0.62,290.01480659217947,0.41,0.62
