,combination,extinction_size
372,BY_y_cv0.03_cy0.69,172.22837026070886
373,BY_y_cv0.03_cy0.70,172.2608598013445
374,BY_y_cv0.03_cy0.71,172.2741542137479
375,BY_y_cv0.03_cy0.72,172.2679361074317
376,BY_y_cv0.03_cy0.73,172.26170510485593
377,BY_y_cv0.03_cy0.74,172.25546150790456
378,BY_y_cv0.03_cy0.75,172.2367737415922
379,BY_y_cv0.03_cy0.76,172.2372732143955
380,BY_y_cv0.03_cy0.77,172.2258704942717
381,BY_y_cv0.03_cy0.78,172.2247252423007
382,BY_y_cv0.03_cy0.79,172.21842524478492
383,BY_y_cv0.03_cy0.80,172.2121145520847
384,BY_y_cv0.03_cy0.81,172.23520643616413
385,BY_y_cv0.03_cy0.82,172.22887294063204
386,BY_y_cv0.03_cy0.83,172.22252968207744
387,BY_y_cv0.03_cy0.84,172.21617697509794
388,BY_y_cv0.03_cy0.85,172.20981513811896
389,BY_y_cv0.03_cy0.86,172.2034444890016
390,BY_y_cv0.03_cy0.87,172.1970653469936
391,BY_y_cv0.03_cy0.88,172.18438650770514
392,BY_y_cv0.03_cy0.89,172.17799202013413
393,BY_y_cv0.03_cy0.90,172.1735070161376
394,BY_y_cv0.03_cy0.91,172.16709767232078
395,BY_y_cv0.03_cy0.92,172.16068143760262
396,BY_y_cv0.03_cy0.93,172.15475371041742
397,BY_y_cv0.03_cy0.94,172.1483277663765
398,BY_y_cv0.03_cy0.95,172.15340711891278
399,BY_y_cv0.03_cy0.96,172.14688833500935
400,BY_y_cv0.03_cy0.97,172.14445119109297
401,BY_y_cv0.03_cy0.98,172.13799922261992
402,BY_y_cv0.03_cy0.99,172.13154577442785
403,BY_y_cv0.03_cy1.00,172.12601728902197
404,BY_y_cv0.04_cy0.00,174.3213953760673
405,BY_y_cv0.04_cy0.01,174.32452258682386
406,BY_y_cv0.04_cy0.02,174.32392546809226
407,BY_y_cv0.04_cy0.03,174.30854570723278
408,BY_y_cv0.04_cy0.04,174.29345217105384
409,BY_y_cv0.04_cy0.05,174.33024754385627
410,BY_y_cv0.04_cy0.06,174.2758520911308
411,BY_y_cv0.04_cy0.07,174.2904334643143
412,BY_y_cv0.04_cy0.08,174.2798732193302
413,BY_y_cv0.04_cy0.09,174.27774260329846
414,BY_y_cv0.04_cy0.10,174.28258139347912
